cust_id,age,gender,city,loyalty_segment,preferred_channel,registration_date
CUST04391,20,Female,Peshawar,Silver,In-Store,2024-06-22
CUST04392,58,Male,Quetta,Silver,Mobile App,2020-10-19
CUST04393,52,Male,Karachi,Bronze,In-Store,2016-10-19
CUST04394,31,Male,Multan,Silver,In-Store,2018-01-19
CUST04395,45,Male,Karachi,Silver,In-Store,2019-06-12
CUST04396,39,Male,Islamabad,Bronze,Online,2025-11-18
CUST04397,33,Male,Rawalpindi,Silver,Mobile App,2024-12-04
CUST04398,50,Male,Abbottabad,Bronze,Online,2024-08-04
CUST04399,29,Male,Islamabad,Bronze,In-Store,2017-01-13
CUST04400,18,Male,Gujranwala,Bronze,In-Store,2021-01-17
CUST04401,41,Male,Islamabad,Bronze,In-Store,2015-05-12
CUST04402,38,Male,Lahore,Bronze,Mobile App,2024-11-21
CUST04403,30,Female,Rawalpindi,Bronze,Mobile App,2015-08-29
CUST04404,26,Male,Karachi,Gold,Online,2025-08-04
CUST04405,18,Male,Gujranwala,Bronze,Mobile App,2017-01-29
CUST04406,33,Female,Faisalabad,Bronze,Online,2021-08-08
CUST04407,26,Male,Peshawar,Silver,Online,2024-01-06
CUST04408,50,Male,Gujranwala,Gold,Online,2018-12-08
CUST04409,44,Female,Rawalpindi,Bronze,In-Store,2018-03-18
CUST04410,31,Male,Rawalpindi,Gold,Online,2024-09-16
CUST04411,44,Female,Lahore,Bronze,In-Store,2022-06-10
CUST04412,36,Female,Quetta,Silver,Mobile App,2017-12-07
CUST04413,34,Female,Hyderabad,Gold,In-Store,2015-01-21
CUST04414,37,Female,Multan,Silver,Online,2018-08-11
CUST04415,61,Male,Karachi,Platinum,In-Store,2017-10-13
CUST04416,46,Male,Quetta,Gold,Online,2022-02-24
CUST04417,34,Male,Peshawar,Bronze,Online,2019-04-21
CUST04418,49,Male,Islamabad,Bronze,Online,2015-05-13
CUST04419,49,Female,Rawalpindi,Gold,Mobile App,2022-03-06
CUST04420,41,Female,Faisalabad,Gold,In-Store,2016-04-16
CUST04421,33,Male,Gujranwala,Silver,Online,2016-04-28
CUST04422,32,Female,Peshawar,Bronze,In-Store,2021-02-06
CUST04423,24,Male,Faisalabad,Silver,Mobile App,2018-06-21
CUST04424,40,Other,Gujranwala,Bronze,Online,2016-07-13
CUST04425,30,Male,Hyderabad,Silver,In-Store,2022-02-24
CUST04426,32,Female,Karachi,Platinum,Mobile App,2024-06-02
CUST04427,46,Female,Karachi,Bronze,Online,2016-09-22
CUST04428,59,Female,Rawalpindi,Silver,Online,2024-08-12
CUST04429,42,Female,Sialkot,Bronze,In-Store,2015-10-07
CUST04430,36,Female,Karachi,Gold,In-Store,2020-08-22
CUST04431,37,Female,Hyderabad,Silver,Online,2022-12-04
CUST04432,52,Female,Karachi,Bronze,In-Store,2016-01-07
CUST04433,43,Male,Quetta,Silver,Online,2025-04-09
CUST04434,40,Female,Gujranwala,Gold,Online,2018-01-30
CUST04435,41,Female,Karachi,Gold,In-Store,2023-06-23
CUST04436,19,Male,Hyderabad,Bronze,In-Store,2021-06-03
CUST04437,43,Male,Hyderabad,Silver,Online,2018-12-27
CUST04438,26,Male,Karachi,Bronze,Online,2015-08-09
CUST04439,43,Male,Lahore,Silver,In-Store,2024-07-29
CUST04440,28,Female,Hyderabad,Silver,In-Store,2018-11-23
CUST04441,45,Female,Sargodha,Bronze,In-Store,2020-07-15
CUST04442,36,Male,Rawalpindi,Bronze,In-Store,2016-12-18
CUST04443,23,Female,Karachi,Bronze,In-Store,2019-07-02
CUST04444,34,Male,Lahore,Silver,In-Store,2021-05-04
CUST04445,66,Female,Islamabad,Gold,In-Store,2025-10-13
CUST04446,18,Female,Peshawar,Platinum,In-Store,2024-08-04
CUST04447,40,Male,Quetta,Platinum,Mobile App,2025-05-27
CUST04448,24,Male,Multan,Gold,Online,2024-11-20
CUST04449,55,Female,Sukkur,Silver,In-Store,2017-10-14
CUST04450,48,Female,Karachi,Gold,In-Store,2016-01-28
CUST04451,40,Male,Islamabad,Bronze,In-Store,2019-12-26
CUST04452,49,Female,Lahore,Silver,In-Store,2016-01-16
CUST04453,41,Male,Sialkot,Platinum,Mobile App,2022-06-12
CUST04454,38,Female,Peshawar,Silver,In-Store,2022-12-26
CUST04455,30,Female,Sukkur,Silver,Mobile App,2023-03-10
CUST04456,33,Male,Islamabad,Silver,In-Store,2015-01-25
CUST04457,31,Female,Hyderabad,Gold,In-Store,2015-01-30
CUST04458,38,Female,Faisalabad,Bronze,Mobile App,2020-06-20
CUST04459,18,Male,Karachi,Bronze,Online,2019-08-07
CUST04460,51,Female,Hyderabad,Platinum,Online,2022-04-05
CUST04461,63,Male,Lahore,Platinum,In-Store,2022-11-09
CUST04462,32,Male,Sialkot,Silver,In-Store,2019-04-11
CUST04463,53,Other,Faisalabad,Bronze,In-Store,2023-11-22
CUST04464,36,Female,Faisalabad,Gold,In-Store,2019-09-11
CUST04465,30,Male,Faisalabad,Gold,Online,2022-07-10
CUST04466,33,Female,Abbottabad,Bronze,Online,2019-11-03
CUST04467,39,Female,Multan,Gold,Mobile App,2015-11-16
CUST04468,28,Female,Karachi,Platinum,In-Store,2018-04-03
CUST04469,45,Male,Sargodha,Silver,In-Store,2025-08-23
CUST04470,31,Female,Lahore,Bronze,Mobile App,2019-08-18
CUST04471,24,Female,Rawalpindi,Gold,In-Store,2021-05-26
CUST04472,37,Female,Gujranwala,Silver,In-Store,2023-11-02
CUST04473,28,Male,Karachi,Gold,In-Store,2021-01-08
CUST04474,33,Female,Lahore,Silver,In-Store,2024-03-13
CUST04475,37,Male,Sukkur,Silver,In-Store,2016-06-30
CUST04476,20,Female,Karachi,Platinum,In-Store,2021-07-30
CUST04477,56,Male,Faisalabad,Silver,Online,2019-05-08
CUST04478,48,Female,Lahore,Silver,Online,2018-05-05
CUST04479,29,Female,Islamabad,Silver,In-Store,2019-03-23
CUST04480,37,Female,Gujranwala,Gold,In-Store,2019-06-18
CUST04481,46,Male,Sargodha,Silver,In-Store,2019-08-01
CUST04482,40,Female,Multan,Bronze,Online,2022-09-27
CUST04483,62,Male,Islamabad,Bronze,Online,2024-09-18
CUST04484,34,Male,Karachi,Silver,In-Store,2020-03-19
CUST04485,53,Female,Islamabad,Bronze,Online,2021-03-14
CUST04486,20,Female,Gujranwala,Gold,Online,2016-05-05
CUST04487,22,Female,Sialkot,Gold,In-Store,2019-08-19
CUST04488,59,Male,Islamabad,Gold,Mobile App,2022-04-24
CUST04489,32,Female,Lahore,Silver,Mobile App,2023-10-04
CUST04490,22,Male,Faisalabad,Bronze,In-Store,2016-01-11
CUST04491,37,Male,Hyderabad,Gold,Online,2020-11-17
CUST04492,54,Female,Faisalabad,Bronze,In-Store,2025-11-11
CUST04493,28,Female,Faisalabad,Silver,Online,2019-08-26
CUST04494,37,Male,Quetta,Bronze,In-Store,2018-07-12
CUST04495,18,Male,Karachi,Platinum,In-Store,2022-10-02
CUST04496,31,Male,Multan,Gold,Online,2016-09-28
CUST04497,50,Male,Karachi,Platinum,In-Store,2021-09-23
CUST04498,27,Female,Karachi,Platinum,Mobile App,2021-07-22
CUST04499,21,Male,Karachi,Bronze,Online,2019-04-01
CUST04500,27,Male,Multan,Gold,Online,2023-04-25
CUST04501,30,Male,Sargodha,Silver,In-Store,2017-12-20
CUST04502,47,Female,Karachi,Silver,In-Store,2022-11-26
CUST04503,42,Male,Rawalpindi,Silver,Online,2020-11-30
CUST04504,45,Male,Sukkur,Bronze,In-Store,2017-12-10
CUST04505,38,Female,Hyderabad,Silver,Online,2025-10-08
CUST04506,29,Female,Rawalpindi,Silver,Online,2020-12-10
CUST04507,27,Male,Sialkot,Bronze,Mobile App,2022-10-29
CUST04508,43,Female,Karachi,Silver,Online,2022-08-12
CUST04509,58,Female,Sialkot,Bronze,Online,2025-01-21
CUST04510,25,Female,Quetta,Gold,Online,2023-12-16
CUST04511,24,Male,Multan,Bronze,Online,2017-01-10
CUST04512,23,Male,Karachi,Silver,In-Store,2020-04-29
CUST04513,48,Male,Lahore,Bronze,In-Store,2022-07-14
CUST04514,37,Male,Lahore,Gold,Mobile App,2015-02-01
CUST04515,45,Male,Karachi,Gold,Online,2018-01-18
CUST04516,31,Male,Sukkur,Bronze,Mobile App,2019-08-25
CUST04517,46,Male,Lahore,Bronze,Online,2016-12-31
CUST04518,34,Male,Lahore,Silver,In-Store,2021-10-05
CUST04519,18,Male,Quetta,Platinum,Mobile App,2018-04-25
CUST04520,49,Male,Islamabad,Silver,In-Store,2016-07-19
CUST04521,37,Female,Islamabad,Gold,In-Store,2020-05-01
CUST04522,33,Female,Karachi,Gold,In-Store,2025-03-08
CUST04523,41,Other,Bahawalpur,Gold,Online,2016-08-30
CUST04524,19,Male,Abbottabad,Bronze,Online,2016-12-18
CUST04525,43,Male,Islamabad,Bronze,Online,2016-03-30
CUST04526,30,Male,Lahore,Silver,Online,2016-09-04
CUST04527,35,Female,Quetta,Silver,Online,2019-09-20
CUST04528,52,Male,Sialkot,Silver,In-Store,2015-01-05
CUST04529,46,Female,Karachi,Bronze,Online,2016-05-27
CUST04530,35,Female,Faisalabad,Bronze,In-Store,2017-10-01
CUST04531,36,Male,Lahore,Gold,Mobile App,2015-01-01
CUST04532,18,Male,Lahore,Bronze,In-Store,2024-03-12
CUST04533,27,Female,Faisalabad,Bronze,In-Store,2018-04-29
CUST04534,40,Female,Islamabad,Bronze,In-Store,2022-11-30
CUST04535,28,Female,Rawalpindi,Silver,In-Store,2022-06-10
CUST04536,20,Male,Islamabad,Silver,Online,2016-08-26
CUST04537,44,Male,Karachi,Silver,Online,2016-08-01
CUST04538,54,Female,Karachi,Silver,In-Store,2025-04-09
CUST04539,28,Male,Lahore,Silver,Online,2020-06-03
CUST04540,49,Female,Faisalabad,Bronze,Online,2022-01-15
CUST04541,47,Male,Lahore,Silver,Online,2022-09-06
CUST04542,25,Male,Multan,Gold,In-Store,2020-07-26
CUST04543,28,Male,Sialkot,Bronze,Mobile App,2022-02-28
CUST04544,61,Female,Sukkur,Bronze,In-Store,2016-05-18
CUST04545,23,Male,Sargodha,Bronze,Mobile App,2024-12-22
CUST04546,30,Male,Islamabad,Bronze,In-Store,2024-10-13
CUST04547,63,Male,Sargodha,Bronze,In-Store,2023-05-20
CUST04548,30,Female,Sukkur,Platinum,Online,2021-08-09
CUST04549,55,Male,Islamabad,Bronze,Online,2019-09-19
CUST04550,24,Female,Islamabad,Gold,In-Store,2016-07-06
CUST04551,39,Female,Lahore,Bronze,Mobile App,2018-12-02
CUST04552,52,Male,Sukkur,Bronze,In-Store,2020-04-21
CUST04553,31,Female,Faisalabad,Silver,In-Store,2023-07-21
CUST04554,39,Male,Lahore,Bronze,In-Store,2015-05-29
CUST04555,47,Female,Gujranwala,Platinum,Online,2019-10-08
CUST04556,26,Male,Hyderabad,Silver,Online,2015-11-03
CUST04557,67,Female,Peshawar,Gold,Mobile App,2021-11-20
CUST04558,51,Female,Islamabad,Bronze,In-Store,2017-01-17
CUST04559,33,Male,Lahore,Bronze,Online,2020-07-04
CUST04560,34,Male,Sialkot,Gold,Online,2019-09-09
CUST04561,62,Male,Sialkot,Bronze,In-Store,2020-10-27
CUST04562,33,Male,Faisalabad,Bronze,Online,2023-12-31
CUST04563,31,Female,Sialkot,Gold,In-Store,2017-01-06
CUST04564,52,Female,Lahore,Bronze,Online,2022-05-21
CUST04565,19,Male,Faisalabad,Silver,In-Store,2019-02-01
CUST04566,36,Male,Islamabad,Platinum,Online,2022-07-13
CUST04567,39,Female,Abbottabad,Silver,In-Store,2018-04-27
CUST04568,28,Male,Rawalpindi,Bronze,In-Store,2015-11-01
CUST04569,18,Female,Lahore,Platinum,In-Store,2018-08-06
CUST04570,38,Male,Lahore,Platinum,In-Store,2017-03-09
CUST04571,46,Female,Abbottabad,Silver,In-Store,2020-10-06
CUST04572,29,Female,Abbottabad,Gold,Online,2019-11-19
CUST04573,22,Male,Gujranwala,Gold,In-Store,2024-08-16
CUST04574,54,Female,Rawalpindi,Silver,Online,2025-04-28
CUST04575,44,Male,Peshawar,Bronze,In-Store,2016-11-19
CUST04576,33,Male,Quetta,Bronze,In-Store,2021-11-24
CUST04577,49,Female,Karachi,Bronze,Online,2016-07-10
CUST04578,41,Female,Karachi,Bronze,In-Store,2017-04-23
CUST04579,61,Female,Islamabad,Bronze,Online,2017-08-29
CUST04580,46,Female,Islamabad,Bronze,Online,2015-01-23
CUST04581,19,Male,Rawalpindi,Bronze,Online,2020-01-09
CUST04582,29,Male,Lahore,Silver,In-Store,2015-09-19
CUST04583,30,Male,Multan,Bronze,Online,2019-01-14
CUST04584,42,Male,Sialkot,Platinum,Online,2016-12-10
CUST04585,34,Male,Sukkur,Silver,Mobile App,2025-11-22
CUST04586,23,Female,Rawalpindi,Platinum,Online,2021-12-02
CUST04587,45,Male,Lahore,Bronze,In-Store,2015-09-25
CUST04588,51,Male,Karachi,Bronze,In-Store,2016-07-31
CUST04589,36,Female,Faisalabad,Gold,Online,2024-07-18
CUST04590,40,Female,Karachi,Silver,Mobile App,2015-06-17
CUST04591,25,Female,Hyderabad,Bronze,In-Store,2021-03-25
CUST04592,31,Female,Rawalpindi,Gold,In-Store,2021-04-28
CUST04593,31,Male,Multan,Silver,Online,2022-10-21
CUST04594,45,Male,Islamabad,Platinum,Online,2016-12-14
CUST04595,41,Female,Karachi,Silver,In-Store,2025-11-25
CUST04596,33,Female,Gujranwala,Silver,Online,2017-06-18
CUST04597,33,Female,Rawalpindi,Bronze,In-Store,2016-01-22
CUST04598,18,Female,Rawalpindi,Bronze,In-Store,2025-08-16
CUST04599,58,Male,Sialkot,Bronze,In-Store,2023-08-06
CUST04600,18,Male,Islamabad,Bronze,In-Store,2023-12-16
CUST04601,43,Female,Peshawar,Gold,Mobile App,2024-11-29
CUST04602,38,Female,Quetta,Bronze,Mobile App,2024-03-09
CUST04603,34,Male,Abbottabad,Gold,Online,2025-09-24
CUST04604,37,Female,Sialkot,Platinum,In-Store,2015-05-08
CUST04605,29,Other,Karachi,Silver,Online,2017-12-03
CUST04606,46,Male,Multan,Silver,Mobile App,2025-09-05
CUST04607,20,Male,Multan,Gold,Mobile App,2020-06-23
CUST04608,42,Male,Karachi,Silver,In-Store,2020-04-17
CUST04609,29,Male,Sialkot,Gold,Online,2020-02-17
CUST04610,32,Female,Islamabad,Gold,In-Store,2015-12-18
CUST04611,32,Female,Multan,Bronze,Online,2021-01-07
CUST04612,35,Male,Lahore,Silver,In-Store,2018-06-18
CUST04613,44,Female,Lahore,Bronze,Online,2018-05-28
CUST04614,37,Male,Islamabad,Silver,Online,2016-02-14
CUST04615,50,Female,Lahore,Bronze,In-Store,2023-07-12
CUST04616,51,Female,Abbottabad,Silver,Online,2018-08-08
CUST04617,42,Female,Quetta,Gold,In-Store,2020-08-23
CUST04618,46,Male,Karachi,Bronze,Mobile App,2016-05-27
CUST04619,64,Female,Islamabad,Bronze,In-Store,2016-01-04
CUST04620,19,Female,Bahawalpur,Silver,In-Store,2017-10-01
CUST04621,51,Female,Multan,Bronze,Online,2016-12-06
CUST04622,58,Female,Rawalpindi,Bronze,Mobile App,2015-09-29
CUST04623,43,Female,Faisalabad,Bronze,Online,2021-12-21
CUST04624,62,Male,Lahore,Bronze,Mobile App,2017-10-26
CUST04625,61,Male,Islamabad,Bronze,In-Store,2021-05-30
CUST04626,33,Male,Lahore,Silver,In-Store,2018-09-30
CUST04627,34,Female,Quetta,Gold,Mobile App,2023-04-14
CUST04628,44,Female,Lahore,Silver,In-Store,2025-01-21
CUST04629,29,Female,Rawalpindi,Bronze,Mobile App,2025-07-06
CUST04630,73,Male,Bahawalpur,Bronze,Mobile App,2017-01-29
CUST04631,48,Female,Rawalpindi,Bronze,In-Store,2022-03-03
CUST04632,38,Male,Islamabad,Silver,Online,2024-02-09
CUST04633,19,Male,Rawalpindi,Silver,Online,2022-05-09
CUST04634,41,Female,Lahore,Bronze,In-Store,2023-12-30
CUST04635,22,Female,Quetta,Silver,In-Store,2017-02-10
CUST04636,47,Male,Peshawar,Bronze,Mobile App,2021-03-04
CUST04637,18,Female,Lahore,Gold,In-Store,2015-03-09
CUST04638,55,Female,Rawalpindi,Bronze,In-Store,2019-10-25
CUST04639,32,Male,Faisalabad,Platinum,In-Store,2016-03-20
CUST04640,18,Female,Sukkur,Bronze,In-Store,2019-05-30
CUST04641,37,Male,Islamabad,Bronze,In-Store,2022-07-17
CUST04642,38,Female,Multan,Bronze,In-Store,2025-01-06
CUST04643,37,Female,Sargodha,Bronze,Online,2017-02-12
CUST04644,55,Male,Lahore,Silver,Mobile App,2025-06-29
CUST04645,42,Male,Quetta,Silver,In-Store,2016-01-22
CUST04646,48,Male,Peshawar,Silver,Online,2022-09-17
CUST04647,34,Female,Karachi,Bronze,Online,2025-01-15
CUST04648,43,Female,Abbottabad,Bronze,Online,2024-07-02
CUST04649,20,Female,Sialkot,Silver,In-Store,2019-02-02
CUST04650,41,Male,Rawalpindi,Platinum,In-Store,2023-08-17
CUST04651,28,Female,Faisalabad,Silver,In-Store,2022-05-28
CUST04652,55,Female,Islamabad,Platinum,Online,2022-11-10
CUST04653,38,Male,Lahore,Platinum,In-Store,2023-05-15
CUST04654,46,Male,Sukkur,Bronze,In-Store,2017-08-27
CUST04655,41,Male,Multan,Platinum,In-Store,2019-03-12
CUST04656,61,Male,Islamabad,Gold,Online,2019-07-24
CUST04657,18,Male,Hyderabad,Bronze,Online,2021-11-28
CUST04658,36,Male,Rawalpindi,Gold,In-Store,2017-09-27
CUST04659,25,Female,Lahore,Silver,In-Store,2016-06-19
CUST04660,18,Male,Karachi,Bronze,In-Store,2023-04-15
CUST04661,24,Male,Sargodha,Bronze,In-Store,2019-01-13
CUST04662,53,Female,Islamabad,Gold,In-Store,2018-04-24
CUST04663,37,Female,Islamabad,Bronze,In-Store,2025-12-15
CUST04664,35,Male,Faisalabad,Platinum,Mobile App,2022-09-28
CUST04665,48,Female,Multan,Gold,In-Store,2022-09-27
CUST04666,39,Male,Rawalpindi,Silver,Online,2018-08-22
CUST04667,45,Male,Sargodha,Silver,Online,2016-06-05
CUST04668,42,Male,Islamabad,Platinum,In-Store,2015-09-09
CUST04669,45,Male,Karachi,Bronze,In-Store,2023-07-07
CUST04670,32,Male,Abbottabad,Gold,In-Store,2024-10-24
CUST04671,51,Female,Lahore,Silver,In-Store,2024-04-15
CUST04672,22,Female,Sargodha,Gold,Mobile App,2019-07-26
CUST04673,36,Male,Hyderabad,Bronze,Mobile App,2019-03-10
CUST04674,52,Male,Sialkot,Gold,Mobile App,2017-07-13
CUST04675,35,Male,Karachi,Gold,In-Store,2024-08-03
CUST04676,32,Female,Karachi,Silver,In-Store,2020-11-20
CUST04677,67,Female,Lahore,Bronze,Online,2016-04-07
CUST04678,56,Male,Islamabad,Bronze,In-Store,2016-06-18
CUST04679,39,Female,Gujranwala,Gold,In-Store,2015-08-17
CUST04680,25,Male,Islamabad,Bronze,In-Store,2015-02-15
CUST04681,18,Female,Karachi,Gold,In-Store,2022-10-06
CUST04682,47,Male,Karachi,Silver,In-Store,2015-04-08
CUST04683,54,Female,Rawalpindi,Bronze,In-Store,2023-02-02
CUST04684,43,Female,Karachi,Bronze,Online,2025-11-24
CUST04685,18,Female,Sialkot,Bronze,Online,2024-02-23
CUST04686,40,Female,Lahore,Platinum,In-Store,2023-10-03
CUST04687,31,Male,Faisalabad,Silver,In-Store,2023-08-15
CUST04688,40,Male,Gujranwala,Gold,In-Store,2024-04-17
CUST04689,63,Female,Faisalabad,Platinum,In-Store,2015-09-30
CUST04690,48,Female,Sukkur,Bronze,Online,2020-05-30
CUST04691,45,Female,Hyderabad,Bronze,In-Store,2018-08-07
CUST04692,37,Female,Lahore,Silver,In-Store,2020-11-03
CUST04693,43,Male,Karachi,Silver,Online,2019-03-04
CUST04694,28,Female,Sukkur,Bronze,In-Store,2017-01-10
CUST04695,45,Female,Peshawar,Silver,In-Store,2021-09-10
CUST04696,35,Male,Bahawalpur,Silver,In-Store,2020-06-24
CUST04697,27,Male,Karachi,Bronze,In-Store,2017-05-02
CUST04698,48,Male,Abbottabad,Silver,In-Store,2021-05-19
CUST04699,18,Male,Abbottabad,Bronze,Mobile App,2016-08-21
CUST04700,30,Female,Lahore,Silver,Online,2024-01-19
CUST04701,45,Female,Karachi,Silver,In-Store,2021-08-25
CUST04702,53,Female,Islamabad,Bronze,Online,2024-05-21
CUST04703,44,Female,Rawalpindi,Gold,Mobile App,2020-03-08
CUST04704,29,Female,Lahore,Silver,In-Store,2024-01-05
CUST04705,37,Female,Karachi,Bronze,In-Store,2017-08-27
CUST04706,41,Male,Sukkur,Bronze,In-Store,2025-06-26
CUST04707,58,Male,Lahore,Bronze,Online,2025-10-06
CUST04708,49,Female,Sukkur,Gold,In-Store,2024-12-14
CUST04709,50,Male,Lahore,Bronze,In-Store,2023-03-22
CUST04710,38,Male,Hyderabad,Silver,Online,2018-01-20
CUST04711,24,Female,Lahore,Silver,In-Store,2021-11-23
CUST04712,19,Female,Karachi,Silver,Online,2017-03-01
CUST04713,34,Male,Gujranwala,Bronze,Online,2019-01-31
CUST04714,47,Female,Lahore,Bronze,Online,2019-02-17
CUST04715,31,Female,Islamabad,Bronze,Online,2016-08-08
CUST04716,45,Female,Rawalpindi,Bronze,Mobile App,2015-12-03
CUST04717,27,Female,Multan,Silver,Online,2017-06-06
CUST04718,29,Male,Peshawar,Gold,Online,2024-02-19
CUST04719,56,Female,Karachi,Bronze,Mobile App,2021-01-20
CUST04720,47,Female,Sargodha,Bronze,In-Store,2020-02-14
CUST04721,34,Male,Karachi,Gold,In-Store,2025-04-20
CUST04722,27,Female,Hyderabad,Bronze,Online,2016-04-27
CUST04723,50,Female,Quetta,Silver,In-Store,2016-07-25
CUST04724,49,Female,Lahore,Silver,In-Store,2020-01-05
CUST04725,46,Female,Multan,Silver,Online,2022-08-23
CUST04726,35,Male,Faisalabad,Gold,In-Store,2021-01-25
CUST04727,23,Male,Peshawar,Platinum,In-Store,2024-06-25
CUST04728,37,Male,Quetta,Bronze,Online,2018-12-23
CUST04729,56,Male,Faisalabad,Bronze,In-Store,2022-08-23
CUST04730,26,Male,Quetta,Silver,In-Store,2018-06-19
CUST04731,38,Female,Lahore,Bronze,In-Store,2017-11-01
CUST04732,59,Male,Peshawar,Silver,In-Store,2019-11-13
CUST04733,34,Female,Rawalpindi,Gold,Online,2021-06-06
CUST04734,36,Male,Sargodha,Bronze,Mobile App,2017-10-01
CUST04735,20,Male,Hyderabad,Silver,In-Store,2025-07-17
CUST04736,46,Male,Karachi,Bronze,In-Store,2019-02-22
CUST04737,28,Male,Sialkot,Gold,Online,2020-06-04
CUST04738,18,Male,Multan,Silver,In-Store,2022-10-06
CUST04739,25,Female,Quetta,Bronze,Online,2018-06-27
CUST04740,40,Male,Lahore,Silver,Mobile App,2024-12-08
CUST04741,18,Female,Gujranwala,Bronze,In-Store,2023-05-11
CUST04742,19,Male,Karachi,Silver,In-Store,2015-08-01
CUST04743,45,Male,Sukkur,Bronze,In-Store,2019-05-25
CUST04744,37,Female,Rawalpindi,Bronze,In-Store,2025-09-02
CUST04745,26,Male,Karachi,Bronze,Online,2023-05-18
CUST04746,33,Male,Quetta,Bronze,In-Store,2019-08-25
CUST04747,60,Male,Islamabad,Bronze,In-Store,2025-07-13
CUST04748,54,Female,Lahore,Gold,In-Store,2024-04-15
CUST04749,36,Male,Peshawar,Silver,Online,2020-08-15
CUST04750,48,Male,Islamabad,Bronze,In-Store,2022-04-02
CUST04751,39,Female,Lahore,Silver,In-Store,2022-10-27
CUST04752,18,Female,Multan,Silver,Online,2024-01-23
CUST04753,18,Female,Islamabad,Silver,In-Store,2016-10-09
CUST04754,26,Male,Karachi,Bronze,In-Store,2016-09-14
CUST04755,18,Female,Lahore,Silver,In-Store,2019-02-10
CUST04756,41,Female,Rawalpindi,Bronze,In-Store,2016-05-19
CUST04757,30,Male,Multan,Bronze,Mobile App,2017-04-22
CUST04758,43,Female,Faisalabad,Gold,In-Store,2015-07-09
CUST04759,43,Female,Bahawalpur,Bronze,In-Store,2025-04-02
CUST04760,46,Male,Islamabad,Gold,In-Store,2017-05-24
CUST04761,25,Female,Sukkur,Bronze,In-Store,2017-11-19
CUST04762,44,Male,Rawalpindi,Bronze,In-Store,2022-02-05
CUST04763,25,Female,Peshawar,Silver,In-Store,2018-09-30
CUST04764,47,Female,Faisalabad,Bronze,In-Store,2020-07-13
CUST04765,53,Male,Karachi,Gold,In-Store,2015-03-02
CUST04766,47,Male,Rawalpindi,Bronze,In-Store,2022-04-28
CUST04767,35,Male,Peshawar,Silver,In-Store,2025-05-20
CUST04768,45,Male,Lahore,Gold,Online,2025-09-12
CUST04769,18,Female,Islamabad,Bronze,In-Store,2025-02-05
CUST04770,18,Male,Quetta,Gold,In-Store,2016-10-09
CUST04771,44,Male,Quetta,Silver,Online,2017-08-09
CUST04772,55,Male,Faisalabad,Platinum,Mobile App,2017-06-09
CUST04773,21,Male,Quetta,Bronze,Mobile App,2023-10-28
CUST04774,38,Female,Hyderabad,Bronze,In-Store,2017-06-21
CUST04775,43,Female,Faisalabad,Gold,In-Store,2022-10-05
CUST04776,30,Female,Quetta,Silver,Online,2022-12-19
CUST04777,33,Male,Karachi,Gold,Mobile App,2025-05-12
CUST04778,45,Female,Karachi,Silver,Online,2015-05-07
CUST04779,39,Male,Multan,Silver,In-Store,2016-05-15
CUST04780,39,Male,Peshawar,Platinum,Online,2018-09-15
CUST04781,25,Female,Lahore,Silver,In-Store,2023-02-02
CUST04782,37,Male,Multan,Gold,In-Store,2021-01-15
CUST04783,32,Male,Karachi,Platinum,Mobile App,2018-07-12
CUST04784,33,Male,Sialkot,Gold,Mobile App,2015-02-24
CUST04785,30,Female,Islamabad,Gold,Online,2015-03-27
CUST04786,37,Male,Multan,Bronze,In-Store,2025-04-02
CUST04787,26,Female,Abbottabad,Bronze,In-Store,2025-12-28
CUST04788,38,Male,Faisalabad,Gold,In-Store,2025-07-30
CUST04789,33,Male,Faisalabad,Platinum,In-Store,2023-02-05
CUST04790,25,Female,Karachi,Silver,In-Store,2024-01-14
CUST04791,18,Female,Karachi,Gold,In-Store,2020-07-30
CUST04792,50,Female,Bahawalpur,Bronze,In-Store,2020-03-08
CUST04793,47,Male,Sukkur,Bronze,Mobile App,2025-08-16
CUST04794,27,Female,Gujranwala,Bronze,In-Store,2021-06-07
CUST04795,46,Female,Abbottabad,Bronze,In-Store,2023-06-14
CUST04796,24,Other,Karachi,Bronze,In-Store,2015-04-13
CUST04797,34,Female,Sialkot,Bronze,Online,2017-03-03
CUST04798,31,Male,Karachi,Silver,In-Store,2023-11-09
CUST04799,34,Female,Peshawar,Silver,Online,2020-01-12
CUST04800,46,Male,Quetta,Silver,Online,2015-02-20
CUST04801,32,Female,Quetta,Bronze,In-Store,2021-10-11
CUST04802,33,Female,Lahore,Silver,Online,2021-12-01
CUST04803,47,Male,Sukkur,Bronze,In-Store,2018-02-13
CUST04804,38,Male,Faisalabad,Silver,Online,2015-12-26
CUST04805,30,Male,Bahawalpur,Bronze,Mobile App,2019-07-12
CUST04806,41,Male,Rawalpindi,Gold,In-Store,2023-09-17
CUST04807,50,Male,Islamabad,Bronze,In-Store,2015-01-31
CUST04808,51,Female,Sukkur,Bronze,Mobile App,2020-10-28
CUST04809,20,Male,Gujranwala,Bronze,Mobile App,2021-02-03
CUST04810,21,Male,Karachi,Bronze,In-Store,2016-09-23
CUST04811,50,Female,Rawalpindi,Bronze,In-Store,2020-01-09
CUST04812,34,Male,Karachi,Platinum,Online,2015-09-27
CUST04813,18,Female,Sukkur,Bronze,In-Store,2018-11-23
