store_id,sku_id,sku_name,category,stock_on_hand,reorder_point,safety_stock,forecast_total_demand,forecast_average_daily_demand,forecast_demand_std,days_of_forecast_coverage,demand_variability_ratio,stockout_risk_flag,overstock_risk_flag,demand_volatility_flag,inventory_status,replenishment_priority,recommended_order_quantity
ST13,SKU02166,PurePlus Cooking Oil 1L,Grocery,0.0,0.0,0.0,24.13993333333333,24.13993333333333,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,25
ST13,SKU02332,QuickBite Cookware 100g,Home & Kitchen,0.0,0.0,0.0,17.13927936507936,17.13927936507936,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,18
ST13,SKU02391,BasicNeeds Bread Family Pack,Dairy & Bakery,0.0,0.0,0.0,7.879753968253968,7.879753968253968,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8
ST13,SKU02491,CityFresh Namkeen 100g,Snacks & Confectionery,0.0,0.0,0.0,21.13708441558441,21.13708441558441,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,22
ST13,SKU02704,GreenValley Tea Small,Beverages,0.0,0.0,0.0,49.71154285714287,49.71154285714287,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,50
ST13,SKU02843,QuickBite Namkeen 250g,Snacks & Confectionery,0.0,0.0,0.0,14.093666666666666,14.093666666666666,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,15
ST13,SKU02901,UrbanBite Cookware 1kg,Home & Kitchen,0.0,0.0,0.0,13.937399999999998,13.937399999999998,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,14
ST13,SKU02920,EverydayPlus Rice & Grains 500ml,Grocery,0.0,0.0,0.0,35.17651428571428,35.17651428571428,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,36
ST13,SKU03007,PrimeCare Men's Wear Small,Apparel & Footwear,0.0,0.0,0.0,8.093666666666666,8.093666666666666,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9
ST13,SKU03110,PureLife Men's Grooming Pack of 6,Personal Care,0.0,0.0,0.0,30.13577142857143,30.13577142857143,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,31
ST13,SKU03246,GreenValley Footwear 1kg,Apparel & Footwear,0.0,0.0,0.0,36.23083809523809,36.23083809523809,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,37
ST13,SKU03265,EverydayPlus OTC Medicine Large,Health & Wellness,0.0,0.0,0.0,13.973866666666666,13.973866666666666,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,14
ST13,SKU03342,DailyBest Vitamins & Supplements 2L,Health & Wellness,0.0,0.0,0.0,3.075,3.075,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,4
ST13,SKU03361,PremiumSelect Office Supplies 500g,Stationery & Office,0.0,0.0,0.0,24.3564380952381,24.3564380952381,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,25
ST13,SKU03696,PrimeCare Air Fresheners 2L,Home Care,0.0,0.0,0.0,34.96984444444445,2.6899880341880342,9.698889787649536,0.0,3.605551275463989,1,0,1,STOCKOUT,URGENT,35
ST13,SKU03895,BasicNeeds Men's Grooming Medium,Personal Care,0.0,0.0,0.0,4.015333333333333,4.015333333333333,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,5
ST13,SKU03908,NutriPlus Frozen Vegetables Medium,Frozen Foods,0.0,0.0,0.0,15.232680952380951,15.232680952380951,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,16
ST13,SKU04183,CleanWave Storage & Containers 2kg,Home & Kitchen,0.0,0.0,0.0,7.028,7.028,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8
ST13,SKU04190,NovaFresh Frozen Meat Large,Frozen Foods,0.0,0.0,0.0,19.04812857142857,1.1905080357142857,4.762032142857143,0.0,4.0,1,0,1,STOCKOUT,URGENT,20
ST13,SKU04322,HealthFirst Home Decor 2L,Home & Kitchen,0.0,0.0,0.0,12.012666666666666,0.572031746031746,2.621378776108231,0.0,4.58257569495584,1,0,1,STOCKOUT,URGENT,13
ST13,SKU04453,TrueTaste Milk 2L,Dairy & Bakery,0.0,52.0,11.0,36.76607619047618,1.6711852813852808,7.838553781394473,0.0,4.690415759823429,1,0,1,STOCKOUT,URGENT,52
ST13,SKU04669,MetroBrand Frozen Meat Medium,Frozen Foods,0.0,0.0,0.0,7.023733333333333,7.023733333333333,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8
ST13,SKU04743,TrueTaste Rice & Grains Small,Grocery,0.0,0.0,0.0,9.997333333333332,9.997333333333332,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,10
ST13,SKU04820,FreshFarm Women's Wear Pack of 6,Apparel & Footwear,0.0,0.0,0.0,17.111747619047623,17.111747619047623,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,18
ST13,SKU04974,FreshFarm Mobile Accessories 1L,Electronics & Accessories,0.0,0.0,0.0,9.99,9.99,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,10
ST13,SKU04980,FreshFarm OTC Medicine 2L,Health & Wellness,0.0,0.0,0.0,3.0030666666666668,3.0030666666666668,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,4
ST13,SKU04999,NovaFresh Oral Care 1L,Personal Care,0.0,0.0,0.0,17.821466666666666,17.821466666666666,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,18
ST14,SKU00166,EliteHome First Aid Small,Health & Wellness,0.0,0.0,0.0,23.267719047619053,23.267719047619053,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,24
ST14,SKU00361,EliteHome Writing Instruments 100g,Stationery & Office,0.0,0.0,0.0,23.94244444444444,23.94244444444444,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,24
ST14,SKU00658,UrbanBite Energy Drinks Pack of 6,Beverages,0.0,0.0,0.0,33.948269841269834,33.948269841269834,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,34
ST14,SKU00684,NovaFresh Juices Large,Beverages,0.0,0.0,0.0,4.012,4.012,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,5
ST14,SKU00698,NovaFresh Spices & Seasoning 2L,Grocery,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,5
ST14,SKU00715,BasicNeeds Home Decor Small,Home & Kitchen,0.0,0.0,0.0,15.994,15.994,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,16
ST14,SKU00879,CleanWave Ice Cream 1kg,Frozen Foods,0.0,0.0,0.0,19.862161904761905,19.862161904761905,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,20
ST14,SKU00917,PremiumSelect Writing Instruments Medium,Stationery & Office,0.0,0.0,0.0,13.996,13.996,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,14
ST14,SKU00944,CityFresh Oral Care Pack of 12,Personal Care,0.0,0.0,0.0,4.7354047619047615,4.7354047619047615,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,5
ST14,SKU00967,CleanWave Office Supplies Large,Stationery & Office,0.0,0.0,0.0,15.012333333333332,15.012333333333332,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,16
ST14,SKU01030,NutriPlus Sugar & Salt 250g,Grocery,0.0,24.0,7.0,25.90020476190477,25.90020476190477,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,26
ST14,SKU01074,SparkleClean Vitamins & Supplements 1kg,Health & Wellness,0.0,0.0,0.0,14.272557142857142,14.272557142857142,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,15
ST14,SKU01250,PurePlus Yogurt 1kg,Dairy & Bakery,0.0,0.0,0.0,15.004,15.004,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,16
ST14,SKU01379,BasicNeeds Sugar & Salt Large,Grocery,0.0,0.0,0.0,8.032399999999999,8.032399999999999,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9
ST14,SKU01383,NatureBlend Writing Instruments Pack of 6,Stationery & Office,0.0,0.0,0.0,7.160044444444446,7.160044444444446,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8
ST14,SKU01412,CityFresh Bread 1L,Dairy & Bakery,0.0,0.0,0.0,3.999333333333333,3.999333333333333,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,4
ST14,SKU01415,HomeStyle Frozen Vegetables 500ml,Frozen Foods,0.0,0.0,0.0,26.822199999999995,26.822199999999995,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,27
ST14,SKU01632,NatureBlend Skin Care Pack of 12,Personal Care,0.0,0.0,0.0,7.979133333333333,7.979133333333333,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8
ST14,SKU01641,PureLife OTC Medicine 100g,Health & Wellness,0.0,0.0,0.0,6.040333333333334,6.040333333333334,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,7
ST14,SKU01712,CityFresh Bread 100g,Dairy & Bakery,0.0,0.0,0.0,19.00596507936508,19.00596507936508,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,20
ST14,SKU01726,SoftTouch Juices Small,Beverages,0.0,0.0,0.0,16.169533333333337,16.169533333333337,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,17
ST14,SKU01826,SoftTouch Spices & Seasoning 100g,Grocery,0.0,0.0,0.0,28.056612698412685,28.056612698412685,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,29
ST14,SKU01934,NovaFresh Batteries 100g,Electronics & Accessories,0.0,0.0,0.0,11.012666666666666,11.012666666666666,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,12
ST14,SKU01938,CityFresh Vitamins & Supplements Family Pack,Health & Wellness,0.0,0.0,0.0,7.990666666666666,7.990666666666666,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8
ST14,SKU02022,BasicNeeds Small Appliances 250ml,Electronics & Accessories,0.0,0.0,0.0,8.997038095238096,8.997038095238096,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9
ST14,SKU02050,UrbanBite Chocolates 500ml,Snacks & Confectionery,0.0,0.0,0.0,10.952666666666666,10.952666666666666,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,11
ST14,SKU02160,PrimeCare Frozen Meat 250ml,Frozen Foods,0.0,0.0,0.0,15.982733333333336,15.982733333333336,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,16
ST14,SKU02687,GreenValley Writing Instruments 500g,Stationery & Office,0.0,0.0,0.0,8.983866666666668,8.983866666666668,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9
ST14,SKU02720,EliteHome Chocolates Medium,Snacks & Confectionery,0.0,0.0,0.0,8.000666666666667,8.000666666666667,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9
ST14,SKU02775,ZestyCo Laundry 2kg,Home Care,0.0,0.0,0.0,14.068066666666668,14.068066666666668,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,15
ST14,SKU02777,SparkleClean OTC Medicine 1L,Health & Wellness,0.0,0.0,0.0,3.9456666666666655,3.9456666666666655,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,4
ST14,SKU02885,SmartBuy Coffee 250g,Beverages,0.0,0.0,0.0,18.04133333333333,18.04133333333333,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,19
ST14,SKU02948,SparkleClean Butter & Ghee Family Pack,Dairy & Bakery,0.0,0.0,0.0,9.006666666666666,9.006666666666666,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,10
ST14,SKU02994,MetroBrand Ice Cream 2kg,Frozen Foods,0.0,0.0,0.0,20.11904761904762,20.11904761904762,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,21
ST14,SKU03039,CityFresh Rice & Grains 250g,Grocery,0.0,0.0,0.0,2.003,2.003,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,3
ST14,SKU03123,SunriseFoods Vitamins & Supplements 250g,Health & Wellness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,0
ST14,SKU03238,BasicNeeds Small Appliances 1kg,Electronics & Accessories,0.0,0.0,0.0,10.059333333333331,10.059333333333331,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,11
ST14,SKU03324,NovaFresh Storage & Containers 250ml,Home & Kitchen,0.0,0.0,0.0,5.968111111111111,5.968111111111111,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,6
ST14,SKU03355,NovaFresh Rice & Grains 2L,Grocery,0.0,0.0,0.0,22.060404761904763,22.060404761904763,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,23
ST14,SKU03396,EverydayPlus OTC Medicine Large,Health & Wellness,0.0,0.0,0.0,25.01775238095238,25.01775238095238,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,26
ST14,SKU03902,MetroBrand Oral Care 2L,Personal Care,0.0,0.0,0.0,8.858,8.858,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9
ST14,SKU04258,CityFresh Biscuits & Cookies 2kg,Snacks & Confectionery,0.0,0.0,0.0,6.961333333333333,6.961333333333333,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,7
ST14,SKU04299,MetroBrand Ready Meals 2kg,Frozen Foods,0.0,0.0,0.0,7.012666666666667,7.012666666666667,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8
ST14,SKU04347,PremiumSelect Butter & Ghee 500ml,Dairy & Bakery,0.0,0.0,0.0,22.95734285714286,22.95734285714286,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,23
ST14,SKU04727,DailyBest Men's Grooming Pack of 12,Personal Care,0.0,0.0,0.0,0.0008,0.0008,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,1
ST14,SKU04954,PureLife Surface Cleaners 100g,Home Care,0.0,0.0,0.0,8.167385714285713,8.167385714285713,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9
ST14,SKU04971,FamilyChoice Kids Wear Small,Apparel & Footwear,0.0,0.0,0.0,4.182,4.182,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,5
ST15,SKU00046,QuickBite Bottled Water Pack of 12,Beverages,0.0,0.0,0.0,6.978666666666667,6.978666666666667,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,7
ST15,SKU00059,TrueTaste Butter & Ghee 500ml,Dairy & Bakery,0.0,0.0,0.0,7.993,7.993,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8
ST15,SKU00060,BasicNeeds Men's Wear Large,Apparel & Footwear,0.0,0.0,0.0,9.955933333333334,9.955933333333334,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,10
ST15,SKU00263,CityFresh Bread 500g,Dairy & Bakery,0.0,0.0,0.0,18.14455873015873,18.14455873015873,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,19
ST15,SKU01006,PureLife First Aid 1kg,Health & Wellness,0.0,0.0,0.0,20.06288253968254,20.06288253968254,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,21
ST15,SKU01086,PremiumSelect Bath & Body 250ml,Personal Care,0.0,0.0,0.0,15.971666666666664,3.194333333333333,5.616615904815124,0.0,1.7583061373729911,1,0,1,STOCKOUT,URGENT,16
ST15,SKU01162,CrispKing Hair Care Family Pack,Personal Care,0.0,0.0,0.0,21.03701587301588,21.03701587301588,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,22
ST15,SKU01370,PurePlus Laundry 2L,Home Care,0.0,39.0,9.0,22.95195238095238,22.95195238095238,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,39
ST15,SKU01405,PureLife Surface Cleaners Medium,Home Care,0.0,0.0,0.0,47.7495873015873,47.7495873015873,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,48
ST15,SKU01642,HealthFirst Home Decor 2L,Home & Kitchen,0.0,0.0,0.0,8.068666666666665,8.068666666666665,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9
ST15,SKU01701,SunriseFoods Cooking Oil 2kg,Grocery,0.0,0.0,0.0,14.077733333333333,14.077733333333333,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,15
ST15,SKU02158,FreshFarm Juices 250g,Beverages,0.0,0.0,0.0,25.924676190476184,25.924676190476184,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,26
ST15,SKU02459,CleanWave Frozen Meat 250ml,Frozen Foods,0.0,0.0,0.0,9.997133333333334,9.997133333333334,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,10
ST15,SKU02594,PurePlus Notebooks Large,Stationery & Office,0.0,0.0,0.0,9.916231746031748,9.916231746031748,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,10
ST15,SKU02667,EverydayPlus Batteries Large,Electronics & Accessories,0.0,0.0,0.0,5.036666666666667,5.036666666666667,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,6
ST15,SKU03087,NatureBlend Men's Grooming Family Pack,Personal Care,0.0,0.0,0.0,6.994066666666667,6.994066666666667,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,7
ST15,SKU03138,CleanWave Biscuits & Cookies Pack of 12,Snacks & Confectionery,0.0,0.0,0.0,18.007066666666667,18.007066666666667,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,19
ST15,SKU03142,DailyBest Dishwashing Pack of 12,Home Care,0.0,0.0,0.0,2.016,2.016,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,3
ST15,SKU03239,SoftTouch Yogurt Pack of 12,Dairy & Bakery,0.0,0.0,0.0,8.440204761904763,8.440204761904763,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9
ST15,SKU03392,CleanWave Ready Meals 100g,Frozen Foods,0.0,0.0,0.0,29.349133333333334,29.349133333333334,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,30
ST15,SKU03451,SunriseFoods Pest Control 2kg,Home Care,0.0,0.0,0.0,5.004666666666667,5.004666666666667,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,6
ST15,SKU03588,QuickBite Frozen Vegetables Small,Frozen Foods,0.0,0.0,0.0,6.072666666666667,6.072666666666667,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,7
ST15,SKU03622,NatureBlend Yogurt 1L,Dairy & Bakery,0.0,0.0,0.0,24.627314285714284,24.627314285714284,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,25
ST15,SKU03632,NutriPlus Biscuits & Cookies Pack of 6,Snacks & Confectionery,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,3
ST15,SKU03735,MetroBrand Soft Drinks 1L,Beverages,0.0,0.0,0.0,21.93273333333333,21.93273333333333,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,22
ST15,SKU03782,ValueChoice Rice & Grains 1kg,Grocery,0.0,0.0,0.0,16.354,1.0902666666666667,2.8772064692452415,0.0,2.6389933373290093,1,0,1,STOCKOUT,URGENT,17
ST15,SKU04030,ZestyCo Pest Control 500g,Home Care,0.0,0.0,0.0,34.84442857142858,34.84442857142858,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,35
ST15,SKU04610,CleanWave Batteries 250ml,Electronics & Accessories,0.0,0.0,0.0,51.39469841269842,51.39469841269842,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,52
ST15,SKU04931,EverydayPlus Milk Family Pack,Dairy & Bakery,0.0,0.0,0.0,16.923747619047624,16.923747619047624,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,17
ST16,SKU00123,MetroBrand Juices Pack of 12,Beverages,0.0,0.0,0.0,30.806542857142865,30.806542857142865,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,31
ST16,SKU00128,CrispKing Footwear 2L,Apparel & Footwear,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,1
ST16,SKU00325,SoftTouch Vitamins & Supplements 100g,Health & Wellness,0.0,0.0,0.0,1.6676666666666669,1.6676666666666669,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,2
ST16,SKU00415,CityFresh Cookware 500ml,Home & Kitchen,0.0,0.0,0.0,17.065638095238096,17.065638095238096,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,18
ST16,SKU00668,CrispKing Energy Drinks 1L,Beverages,0.0,0.0,0.0,4.028933333333333,4.028933333333333,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,5
ST16,SKU00846,ZestyCo Vitamins & Supplements 1L,Health & Wellness,0.0,0.0,0.0,7.034799999999999,7.034799999999999,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8
ST16,SKU00865,SunriseFoods Ice Cream 1kg,Frozen Foods,0.0,0.0,0.0,27.618927272727277,27.618927272727277,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,28
ST16,SKU00921,SoftTouch Mobile Accessories Pack of 12,Electronics & Accessories,0.0,0.0,0.0,7.044666666666667,7.044666666666667,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8
ST16,SKU01180,CrispKing Bath & Body 250ml,Personal Care,0.0,0.0,0.0,20.84206666666666,0.6315777777777776,3.628138110605717,0.0,5.744562646538029,1,0,1,STOCKOUT,URGENT,21
ST16,SKU01193,EliteHome Tea Pack of 12,Beverages,0.0,0.0,0.0,25.072476190476188,25.072476190476188,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,26
ST16,SKU01276,CityFresh Footwear Pack of 12,Apparel & Footwear,0.0,0.0,0.0,41.92489682539682,41.92489682539682,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,42
ST16,SKU01313,EliteHome Pulses & Lentils 2L,Grocery,0.0,0.0,0.0,28.34505238095238,28.34505238095238,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,29
ST16,SKU01382,PrimeCare Pulses & Lentils Family Pack,Grocery,0.0,0.0,0.0,17.279,0.46699999999999997,2.8406501016492687,0.0,6.08276253029822,1,0,1,STOCKOUT,URGENT,18
ST16,SKU01560,PurePlus Chocolates 1L,Snacks & Confectionery,0.0,0.0,0.0,46.120247252747255,46.120247252747255,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,47
ST16,SKU01945,EliteHome Energy Drinks Large,Beverages,0.0,0.0,0.0,9.987666666666668,9.987666666666668,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,10
ST16,SKU02117,FreshFarm Small Appliances Large,Electronics & Accessories,0.0,0.0,0.0,26.882923809523803,26.882923809523803,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,27
ST16,SKU02320,CleanWave Chips & Crisps Small,Snacks & Confectionery,0.0,0.0,0.0,36.64300634920633,36.64300634920633,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,37
ST16,SKU02322,DailyBest Energy Drinks 2kg,Beverages,0.0,0.0,0.0,37.66798253968256,37.66798253968256,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,38
ST16,SKU02496,PremiumSelect Flour & Atta Pack of 6,Grocery,0.0,0.0,0.0,17.003695238095244,17.003695238095244,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,18
ST16,SKU02557,SoftTouch Small Appliances Pack of 12,Electronics & Accessories,0.0,0.0,0.0,13.017333333333331,13.017333333333331,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,14
ST16,SKU02613,UrbanBite Oral Care 2kg,Personal Care,0.0,0.0,0.0,6.964666666666667,6.964666666666667,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,7
ST16,SKU02862,PurePlus Frozen Vegetables Pack of 12,Frozen Foods,0.0,0.0,0.0,27.05112380952381,27.05112380952381,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,28
ST16,SKU02865,GoldenHarvest Air Fresheners Large,Home Care,0.0,0.0,0.0,7.999866666666667,7.999866666666667,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8
ST16,SKU02927,PurePlus Tea Large,Beverages,0.0,0.0,0.0,11.0612,11.0612,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,12
ST16,SKU03070,NovaFresh Surface Cleaners 250ml,Home Care,0.0,0.0,0.0,21.72572063492064,21.72572063492064,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,22
ST16,SKU03072,SparkleClean Cheese Family Pack,Dairy & Bakery,0.0,0.0,0.0,18.02053333333333,18.02053333333333,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,19
ST16,SKU03218,BasicNeeds Butter & Ghee Family Pack,Dairy & Bakery,0.0,0.0,0.0,18.918866666666663,18.918866666666663,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,19
ST16,SKU03231,EliteHome Men's Wear Pack of 6,Apparel & Footwear,0.0,0.0,0.0,7.139999999999999,7.139999999999999,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8
ST16,SKU03262,SunriseFoods Office Supplies Medium,Stationery & Office,0.0,0.0,0.0,10.9888,10.9888,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,11
ST16,SKU03305,GoldenHarvest Footwear 100g,Apparel & Footwear,0.0,0.0,0.0,19.83958095238095,19.83958095238095,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,20
ST16,SKU03574,SmartBuy Writing Instruments 500ml,Stationery & Office,0.0,0.0,0.0,9.174,9.174,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,10
ST16,SKU03682,FamilyChoice Namkeen 2L,Snacks & Confectionery,0.0,0.0,0.0,27.070057142857134,27.070057142857134,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,28
ST16,SKU03753,SparkleClean Ice Cream 2kg,Frozen Foods,0.0,0.0,0.0,26.095723809523808,26.095723809523808,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,27
ST16,SKU03836,SmartBuy Men's Grooming Large,Personal Care,0.0,0.0,0.0,27.77165396825397,27.77165396825397,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,28
ST16,SKU03890,ValueChoice Hair Care 500g,Personal Care,0.0,0.0,0.0,14.071333333333332,14.071333333333332,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,15
ST16,SKU03922,NutriPlus Men's Wear 250ml,Apparel & Footwear,0.0,0.0,0.0,22.148876190476184,22.148876190476184,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,23
ST16,SKU03962,SoftTouch Air Fresheners 100g,Home Care,0.0,0.0,0.0,15.065333333333331,0.8369629629629629,3.5509331202785774,0.0,4.242640687119285,1,0,1,STOCKOUT,URGENT,16
ST16,SKU04063,NatureBlend Men's Grooming 500ml,Personal Care,0.0,0.0,0.0,29.262280952380955,29.262280952380955,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,30
ST16,SKU04078,MetroBrand First Aid 1kg,Health & Wellness,0.0,0.0,0.0,2.9964,2.9964,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,3
ST16,SKU04247,GoldenHarvest Cheese 250g,Dairy & Bakery,0.0,0.0,0.0,13.765476190476193,13.765476190476193,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,14
ST16,SKU04366,SmartBuy Footwear 1L,Apparel & Footwear,0.0,0.0,0.0,17.92986666666667,17.92986666666667,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,18
ST16,SKU04421,HomeStyle Small Appliances 100g,Electronics & Accessories,0.0,0.0,0.0,7.014,7.014,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8
ST16,SKU04467,HealthFirst Butter & Ghee 100g,Dairy & Bakery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,0
