store_id,sku_id,sku_name,category,subcategory,brand,forecast_total_demand,forecast_average_daily_demand,forecast_demand_std,forecast_days,stock_on_hand,reorder_point,safety_stock,days_of_forecast_coverage,stock_above_reorder,stock_above_safety,stockout_risk_flag,overstock_risk_flag,demand_volatility_flag,inventory_status,replenishment_priority,recommended_order_quantity,unit_price,cost_price,inventory_cost_value,inventory_retail_value,estimated_replenishment_cost,estimated_replenishment_retail_value,last_restock_date
ST11,SKU01509,MetroBrand Storage & Containers Small,Home & Kitchen,Storage & Containers,MetroBrand,1.0836,1.0836,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,2,1268.69,915.31,0.0,0.0,1830.62,2537.38,
ST11,SKU02020,DailyBest Office Supplies Medium,Stationery & Office,Office Supplies,DailyBest,3.267990476190476,3.267990476190476,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,4,143.5,113.09,0.0,0.0,452.36,574.0,
ST11,SKU02159,PremiumSelect Eggs 1kg,Dairy & Bakery,Eggs,PremiumSelect,17.009666666666668,17.009666666666668,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,18,221.13,132.37,0.0,0.0,2382.66,3980.34,
ST11,SKU02208,SoftTouch Biscuits & Cookies Small,Snacks & Confectionery,Biscuits & Cookies,SoftTouch,51.82538095238095,51.82538095238095,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,52,162.14,105.08,0.0,0.0,5464.16,8431.279999999999,
ST11,SKU02258,HomeStyle Small Appliances 250ml,Electronics & Accessories,Small Appliances,HomeStyle,18.947133333333333,18.947133333333333,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,19,2619.48,1723.14,0.0,0.0,32739.660000000003,49770.12,
ST11,SKU02362,SmartBuy Storage & Containers 1kg,Home & Kitchen,Storage & Containers,SmartBuy,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,1,606.58,423.68,0.0,0.0,423.68,606.58,
ST11,SKU02538,EverydayPlus Ice Cream 2L,Frozen Foods,Ice Cream,EverydayPlus,5.0,5.0,0.0,1,0.0,99.0,22.0,0.0,-99.0,-22.0,1,0,0,STOCKOUT,URGENT,99,216.58,121.13,0.0,0.0,11991.869999999999,21441.420000000002,2025-08-19
ST11,SKU02554,SmartBuy Cookware 500g,Home & Kitchen,Cookware,SmartBuy,25.24045714285714,25.24045714285714,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,26,658.49,411.87,0.0,0.0,10708.62,17120.74,
ST11,SKU02677,SunriseFoods Hair Care Small,Personal Care,Hair Care,SunriseFoods,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,0,412.07,244.87,0.0,0.0,0.0,0.0,
ST11,SKU03040,CityFresh Cookware 1kg,Home & Kitchen,Cookware,CityFresh,2.010666666666667,2.010666666666667,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,3,2390.56,1550.9,0.0,0.0,4652.700000000001,7171.68,
ST11,SKU03076,MetroBrand Footwear 1L,Apparel & Footwear,Footwear,MetroBrand,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,0,1091.52,623.29,0.0,0.0,0.0,0.0,
ST11,SKU03106,EliteHome Chocolates Pack of 6,Snacks & Confectionery,Chocolates,EliteHome,7.988266666666666,7.988266666666666,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8,127.35,83.45,0.0,0.0,667.6,1018.8,
ST11,SKU03205,CityFresh Writing Instruments 100g,Stationery & Office,Writing Instruments,CityFresh,7.018666666666667,7.018666666666667,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8,57.49,35.18,0.0,0.0,281.44,459.92,
ST11,SKU03360,EverydayPlus Men's Grooming Medium,Personal Care,Men's Grooming,EverydayPlus,6.880420634920633,6.880420634920633,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,7,346.96,267.65,0.0,0.0,1873.5499999999997,2428.72,
ST11,SKU03452,PrimeCare First Aid Small,Health & Wellness,First Aid,PrimeCare,10.8884,10.8884,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,11,1169.31,836.86,0.0,0.0,9205.460000000001,12862.41,
ST11,SKU03453,ZestyCo Juices Large,Beverages,Juices,ZestyCo,4.018,4.018,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,5,219.01,122.21,0.0,0.0,611.05,1095.05,
ST11,SKU03597,GreenValley Laundry 500g,Home Care,Laundry,GreenValley,1.004,1.004,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,2,411.9,260.31,0.0,0.0,520.62,823.8,
ST11,SKU03755,SoftTouch Storage & Containers Pack of 6,Home & Kitchen,Storage & Containers,SoftTouch,5.999666666666666,5.999666666666666,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,6,1185.42,915.44,0.0,0.0,5492.64,7112.52,
ST11,SKU03775,HealthFirst First Aid 250g,Health & Wellness,First Aid,HealthFirst,5.008933333333333,5.008933333333333,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,6,787.79,581.02,0.0,0.0,3486.12,4726.74,
ST11,SKU03862,EverydayPlus Storage & Containers Pack of 6,Home & Kitchen,Storage & Containers,EverydayPlus,8.956000000000001,8.956000000000001,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9,965.23,714.82,0.0,0.0,6433.38,8687.07,
ST11,SKU04552,PurePlus Pulses & Lentils 1kg,Grocery,Pulses & Lentils,PurePlus,16.068785714285717,16.068785714285717,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,17,207.59,128.15,0.0,0.0,2178.55,3529.03,
ST11,SKU04592,FreshFarm Surface Cleaners 100g,Home Care,Surface Cleaners,FreshFarm,3.006666666666667,3.006666666666667,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,4,100.25,75.16,0.0,0.0,300.64,401.0,
ST11,SKU04657,TrueTaste Pest Control Large,Home Care,Pest Control,TrueTaste,12.405076190476192,12.405076190476192,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,13,395.47,288.89,0.0,0.0,3755.5699999999997,5141.110000000001,
ST11,SKU04762,ValueChoice Frozen Vegetables 1L,Frozen Foods,Frozen Vegetables,ValueChoice,14.021333333333336,14.021333333333336,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,15,437.45,261.84,0.0,0.0,3927.5999999999995,6561.75,
ST11,SKU04879,SunriseFoods Small Appliances 250ml,Electronics & Accessories,Small Appliances,SunriseFoods,8.016000000000002,0.296888888888889,1.5426799192746805,27,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,STOCKOUT,URGENT,9,1631.86,1032.44,0.0,0.0,9291.960000000001,14686.74,
ST11,SKU04976,GreenValley Mobile Accessories Medium,Electronics & Accessories,Mobile Accessories,GreenValley,8.051066666666667,8.051066666666667,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9,415.56,302.03,0.0,0.0,2718.2699999999995,3740.04,
ST12,SKU00020,SmartBuy Rice & Grains 2L,Grocery,Rice & Grains,SmartBuy,18.99540952380952,18.99540952380952,0.0,1,0.0,45.0,15.0,0.0,-45.0,-15.0,1,0,0,STOCKOUT,URGENT,45,109.5,69.58,0.0,0.0,3131.1,4927.5,2025-09-20
ST12,SKU00071,CleanWave Juices 500ml,Beverages,Juices,CleanWave,13.980266666666669,13.980266666666669,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,14,273.19,212.25,0.0,0.0,2971.5,3824.66,
ST12,SKU00121,CityFresh Cheese Pack of 12,Dairy & Bakery,Cheese,CityFresh,21.073,21.073,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,22,195.28,124.65,0.0,0.0,2742.3,4296.16,
ST12,SKU00128,CrispKing Footwear 2L,Apparel & Footwear,Footwear,CrispKing,19.030204761904763,19.030204761904763,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,20,741.97,459.21,0.0,0.0,9184.199999999999,14839.400000000001,
ST12,SKU00391,SunriseFoods Mobile Accessories 500ml,Electronics & Accessories,Mobile Accessories,SunriseFoods,19.060361904761905,19.060361904761905,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,20,1207.83,813.9,0.0,0.0,16278.0,24156.6,
ST12,SKU00490,ZestyCo Office Supplies 500ml,Stationery & Office,Office Supplies,ZestyCo,9.092,9.092,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,10,240.88,180.88,0.0,0.0,1808.8,2408.8,
ST12,SKU00817,NatureBlend OTC Medicine 250ml,Health & Wellness,OTC Medicine,NatureBlend,1.998,1.998,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,2,1401.77,901.87,0.0,0.0,1803.74,2803.54,
ST12,SKU00897,EverydayPlus Chips & Crisps 250g,Snacks & Confectionery,Chips & Crisps,EverydayPlus,10.071133333333332,10.071133333333332,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,11,88.62,62.91,0.0,0.0,692.01,974.82,
ST12,SKU00940,ValueChoice Coffee Large,Beverages,Coffee,ValueChoice,11.0678,11.0678,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,12,148.78,94.1,0.0,0.0,1129.1999999999998,1785.3600000000001,
ST12,SKU01064,PurePlus Cookware 1kg,Home & Kitchen,Cookware,PurePlus,32.031917460317445,32.031917460317445,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,33,211.61,147.08,0.0,0.0,4853.64,6983.13,
ST12,SKU01163,SparkleClean Men's Wear 1kg,Apparel & Footwear,Men's Wear,SparkleClean,31.64928571428571,31.64928571428571,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,32,3396.91,2383.36,0.0,0.0,76267.52,108701.12,
ST12,SKU01170,TrueTaste Hair Care 250ml,Personal Care,Hair Care,TrueTaste,8.937466666666667,8.937466666666667,0.0,1,0.0,87.0,40.0,0.0,-87.0,-40.0,1,0,0,STOCKOUT,URGENT,87,365.5,226.17,0.0,0.0,19676.789999999997,31798.5,2025-08-16
ST12,SKU01223,TrueTaste Pest Control Family Pack,Home Care,Pest Control,TrueTaste,2.005733333333333,2.005733333333333,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,3,271.98,163.64,0.0,0.0,490.91999999999996,815.94,
ST12,SKU01355,FreshFarm First Aid Medium,Health & Wellness,First Aid,FreshFarm,21.901766666666667,21.901766666666667,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,22,1326.65,818.53,0.0,0.0,18007.66,29186.300000000003,
ST12,SKU01481,NutriPlus Frozen Meat 1L,Frozen Foods,Frozen Meat,NutriPlus,23.7117,23.7117,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,24,746.72,524.64,0.0,0.0,12591.36,17921.28,
ST12,SKU01610,FreshFarm Ready Meals 500ml,Frozen Foods,Ready Meals,FreshFarm,6.0187333333333335,6.0187333333333335,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,7,579.62,399.28,0.0,0.0,2794.96,4057.34,
ST12,SKU01735,HealthFirst Vitamins & Supplements 100g,Health & Wellness,Vitamins & Supplements,HealthFirst,3.004,3.004,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,4,997.19,591.26,0.0,0.0,2365.04,3988.76,
ST12,SKU01749,HealthFirst Small Appliances 2kg,Electronics & Accessories,Small Appliances,HealthFirst,20.8397,20.8397,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,21,1682.32,972.66,0.0,0.0,20425.86,35328.72,
ST12,SKU01959,GoldenHarvest Cheese 1kg,Dairy & Bakery,Cheese,GoldenHarvest,14.842,14.842,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,15,108.22,65.21,0.0,0.0,978.1499999999999,1623.3,
ST12,SKU02111,GreenValley Pulses & Lentils 1kg,Grocery,Pulses & Lentils,GreenValley,19.83083333333333,19.83083333333333,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,20,175.31,136.75,0.0,0.0,2735.0,3506.2,
ST12,SKU02239,HealthFirst Notebooks 250g,Stationery & Office,Notebooks,HealthFirst,15.979,15.979,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,16,239.19,153.89,0.0,0.0,2462.24,3827.04,
ST12,SKU02301,QuickBite Home Decor 500ml,Home & Kitchen,Home Decor,QuickBite,26.430553968253964,26.430553968253964,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,27,1021.41,637.55,0.0,0.0,17213.85,27578.07,
ST12,SKU02493,GoldenHarvest Chocolates 250g,Snacks & Confectionery,Chocolates,GoldenHarvest,10.9858,10.9858,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,11,212.9,118.0,0.0,0.0,1298.0,2341.9,
ST12,SKU02679,MetroBrand First Aid Small,Health & Wellness,First Aid,MetroBrand,28.350493650793656,28.350493650793656,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,29,611.77,486.7,0.0,0.0,14114.3,17741.329999999998,
ST12,SKU02747,NovaFresh OTC Medicine 250ml,Health & Wellness,OTC Medicine,NovaFresh,14.580533333333332,14.580533333333332,0.0,1,0.0,31.0,11.0,0.0,-31.0,-11.0,1,0,0,STOCKOUT,URGENT,31,561.26,443.77,0.0,0.0,13756.869999999999,17399.06,2025-08-09
ST12,SKU02819,NovaFresh Mobile Accessories 1L,Electronics & Accessories,Mobile Accessories,NovaFresh,11.88473333333333,11.88473333333333,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,12,1160.88,900.0,0.0,0.0,10800.0,13930.560000000001,
ST12,SKU02968,FamilyChoice First Aid 100g,Health & Wellness,First Aid,FamilyChoice,5.958066666666666,5.958066666666666,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,6,1011.61,613.57,0.0,0.0,3681.42,6069.66,
ST12,SKU03037,ZestyCo Women's Wear Family Pack,Apparel & Footwear,Women's Wear,ZestyCo,23.00186666666666,23.00186666666666,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,24,1595.26,894.3,0.0,0.0,21463.199999999997,38286.24,
ST12,SKU03191,NovaFresh Ready Meals 2kg,Frozen Foods,Ready Meals,NovaFresh,37.88894444444444,37.88894444444444,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,38,417.04,270.43,0.0,0.0,10276.34,15847.52,
ST12,SKU03271,UrbanBite Ready Meals 100g,Frozen Foods,Ready Meals,UrbanBite,8.0568,8.0568,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9,587.02,407.06,0.0,0.0,3663.54,5283.18,
ST12,SKU03629,EverydayPlus Notebooks Family Pack,Stationery & Office,Notebooks,EverydayPlus,9.992666666666668,9.992666666666668,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,10,190.67,151.72,0.0,0.0,1517.2,1906.6999999999998,
ST12,SKU03790,EliteHome Frozen Vegetables 1kg,Frozen Foods,Frozen Vegetables,EliteHome,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,0,745.39,543.39,0.0,0.0,0.0,0.0,
ST12,SKU03907,QuickBite Home Decor 1L,Home & Kitchen,Home Decor,QuickBite,16.982733333333332,16.982733333333332,0.0,1,0.0,35.0,14.0,0.0,-35.0,-14.0,1,0,0,STOCKOUT,URGENT,35,876.73,624.96,0.0,0.0,21873.600000000002,30685.55,2025-08-26
ST12,SKU04167,EverydayPlus Office Supplies Pack of 12,Stationery & Office,Office Supplies,EverydayPlus,34.04712222222222,34.04712222222222,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,35,200.13,119.18,0.0,0.0,4171.3,7004.55,
ST12,SKU04189,EverydayPlus Small Appliances Medium,Electronics & Accessories,Small Appliances,EverydayPlus,27.742333333333328,27.742333333333328,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,28,1301.46,901.63,0.0,0.0,25245.64,36440.880000000005,
ST12,SKU04253,CleanWave Men's Grooming Pack of 6,Personal Care,Men's Grooming,CleanWave,16.209472294372294,16.209472294372294,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,17,130.21,97.09,0.0,0.0,1650.53,2213.57,
ST12,SKU04284,PureLife Bottled Water 1kg,Beverages,Bottled Water,PureLife,8.997333333333334,8.997333333333334,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9,89.66,55.76,0.0,0.0,501.84,806.9399999999999,
ST12,SKU04407,ValueChoice Coffee Medium,Beverages,Coffee,ValueChoice,30.16796190476191,30.16796190476191,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,31,215.04,136.42,0.0,0.0,4229.0199999999995,6666.24,
ST12,SKU04432,SoftTouch Writing Instruments 1kg,Stationery & Office,Writing Instruments,SoftTouch,6.079333333333333,6.079333333333333,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,7,340.8,248.42,0.0,0.0,1738.9399999999998,2385.6,
ST12,SKU04489,PureLife OTC Medicine 250g,Health & Wellness,OTC Medicine,PureLife,8.018666666666666,8.018666666666666,0.0,1,0.0,47.0,17.0,0.0,-47.0,-17.0,1,0,0,STOCKOUT,URGENT,47,251.01,200.07,0.0,0.0,9403.289999999999,11797.47,2025-10-08
ST12,SKU04586,HealthFirst Dishwashing Small,Home Care,Dishwashing,HealthFirst,24.549828571428574,24.549828571428574,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,25,481.38,354.22,0.0,0.0,8855.5,12034.5,
ST12,SKU04606,NatureBlend OTC Medicine Medium,Health & Wellness,OTC Medicine,NatureBlend,9.05224761904762,0.6034831746031747,2.337280284954478,15,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,STOCKOUT,URGENT,10,1007.37,798.22,0.0,0.0,7982.200000000001,10073.7,
ST12,SKU04647,NutriPlus Ice Cream 500ml,Frozen Foods,Ice Cream,NutriPlus,1.4374285714285715,1.4374285714285715,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,2,288.31,190.4,0.0,0.0,380.8,576.62,
ST12,SKU04832,NatureBlend Notebooks 2kg,Stationery & Office,Notebooks,NatureBlend,32.07764444444444,32.07764444444444,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,33,208.17,133.98,0.0,0.0,4421.339999999999,6869.61,
ST12,SKU04845,SparkleClean OTC Medicine Pack of 12,Health & Wellness,OTC Medicine,SparkleClean,6.054000000000001,6.054000000000001,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,7,1000.23,568.33,0.0,0.0,3978.3100000000004,7001.610000000001,
ST13,SKU00058,NutriPlus Office Supplies 2L,Stationery & Office,Office Supplies,NutriPlus,12.983666666666666,12.983666666666666,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,13,95.03,69.93,0.0,0.0,909.0900000000001,1235.39,
ST13,SKU00084,NutriPlus Men's Wear 2kg,Apparel & Footwear,Men's Wear,NutriPlus,3.8812,3.8812,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,4,1308.64,729.59,0.0,0.0,2918.36,5234.56,
ST13,SKU00089,PrimeCare Yogurt Family Pack,Dairy & Bakery,Yogurt,PrimeCare,20.12118095238095,20.12118095238095,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,21,316.27,251.4,0.0,0.0,5279.400000000001,6641.67,
ST13,SKU00207,NovaFresh Coffee 1kg,Beverages,Coffee,NovaFresh,12.990000000000002,12.990000000000002,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,13,97.45,59.04,0.0,0.0,767.52,1266.8500000000001,
ST13,SKU00923,EverydayPlus Kids Wear Small,Apparel & Footwear,Kids Wear,EverydayPlus,26.961800000000007,26.961800000000007,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,27,1212.74,762.61,0.0,0.0,20590.47,32743.98,
ST13,SKU01106,HealthFirst Soft Drinks Pack of 12,Beverages,Soft Drinks,HealthFirst,5.015333333333334,5.015333333333334,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,6,115.88,66.3,0.0,0.0,397.79999999999995,695.28,
ST13,SKU01148,EverydayPlus Small Appliances Medium,Electronics & Accessories,Small Appliances,EverydayPlus,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,0,1716.82,1192.45,0.0,0.0,0.0,0.0,
ST13,SKU01149,FreshFarm Frozen Meat Large,Frozen Foods,Frozen Meat,FreshFarm,13.51255238095238,13.51255238095238,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,14,500.46,311.86,0.0,0.0,4366.04,7006.44,
ST13,SKU01152,FamilyChoice Skin Care 1L,Personal Care,Skin Care,FamilyChoice,18.062066666666663,18.062066666666663,0.0,1,0.0,31.0,7.0,0.0,-31.0,-7.0,1,0,0,STOCKOUT,URGENT,31,486.03,295.8,0.0,0.0,9169.800000000001,15066.929999999998,2025-10-12
ST13,SKU01246,SmartBuy Vitamins & Supplements 1kg,Health & Wellness,Vitamins & Supplements,SmartBuy,13.11142857142857,13.11142857142857,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,14,526.86,364.68,0.0,0.0,5105.52,7376.04,
ST13,SKU01396,GoldenHarvest First Aid Family Pack,Health & Wellness,First Aid,GoldenHarvest,16.2648,16.2648,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,17,131.89,104.01,0.0,0.0,1768.17,2242.1299999999997,
ST13,SKU01565,QuickBite OTC Medicine Medium,Health & Wellness,OTC Medicine,QuickBite,1.0886666666666664,1.0886666666666664,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,2,1076.02,814.61,0.0,0.0,1629.22,2152.04,
ST13,SKU01646,PremiumSelect Chips & Crisps Small,Snacks & Confectionery,Chips & Crisps,PremiumSelect,11.0024,11.0024,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,12,55.49,37.17,0.0,0.0,446.04,665.88,
ST13,SKU01662,FamilyChoice OTC Medicine Medium,Health & Wellness,OTC Medicine,FamilyChoice,14.616,14.616,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,15,495.84,328.64,0.0,0.0,4929.599999999999,7437.599999999999,
ST13,SKU01663,ValueChoice Batteries 2kg,Electronics & Accessories,Batteries,ValueChoice,6.1492,6.1492,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,7,2718.53,2024.19,0.0,0.0,14169.33,19029.710000000003,
ST13,SKU02018,DailyBest Home Decor 100g,Home & Kitchen,Home Decor,DailyBest,14.965266666666665,14.965266666666665,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,15,1042.89,673.13,0.0,0.0,10096.95,15643.350000000002,
ST13,SKU02081,DailyBest First Aid Family Pack,Health & Wellness,First Aid,DailyBest,8.002,8.002,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9,610.19,336.34,0.0,0.0,3027.06,5491.710000000001,
ST13,SKU02119,FreshFarm Bottled Water 500ml,Beverages,Bottled Water,FreshFarm,11.004766666666669,11.004766666666669,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,12,161.61,92.89,0.0,0.0,1114.68,1939.3200000000002,
ST13,SKU02166,PurePlus Cooking Oil 1L,Grocery,Cooking Oil,PurePlus,24.13993333333333,24.13993333333333,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,25,434.78,343.57,0.0,0.0,8589.25,10869.5,
ST13,SKU02332,QuickBite Cookware 100g,Home & Kitchen,Cookware,QuickBite,17.13927936507936,17.13927936507936,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,18,2063.24,1207.11,0.0,0.0,21727.98,37138.31999999999,
ST13,SKU02391,BasicNeeds Bread Family Pack,Dairy & Bakery,Bread,BasicNeeds,7.879753968253968,7.879753968253968,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8,120.15,87.66,0.0,0.0,701.28,961.2,
ST13,SKU02491,CityFresh Namkeen 100g,Snacks & Confectionery,Namkeen,CityFresh,21.13708441558441,21.13708441558441,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,22,68.94,40.03,0.0,0.0,880.6600000000001,1516.6799999999998,
ST13,SKU02704,GreenValley Tea Small,Beverages,Tea,GreenValley,49.71154285714287,49.71154285714287,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,50,165.3,93.36,0.0,0.0,4668.0,8265.0,
ST13,SKU02843,QuickBite Namkeen 250g,Snacks & Confectionery,Namkeen,QuickBite,14.093666666666666,14.093666666666666,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,15,87.14,66.87,0.0,0.0,1003.0500000000001,1307.1,
ST13,SKU02901,UrbanBite Cookware 1kg,Home & Kitchen,Cookware,UrbanBite,13.937399999999998,13.937399999999998,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,14,1081.76,642.5,0.0,0.0,8995.0,15144.64,
