store_id,sku_id,stock_on_hand,reorder_point,safety_stock,last_restock_date
ST16,SKU01206,88,71,24,2025-11-12
ST08,SKU02101,70,84,31,2025-12-01
ST25,SKU04084,107,83,26,2025-12-13
ST06,SKU03485,152,83,31,2025-11-09
ST07,SKU03202,79,41,15,2025-12-31
ST17,SKU04438,14,52,12,2025-11-23
ST02,SKU03891,1,74,22,2025-11-01
ST16,SKU01650,11,49,16,2025-11-06
ST05,SKU04731,207,71,26,2025-12-06
ST12,SKU02606,60,53,24,2025-11-12
ST23,SKU01087,9,55,24,2025-11-08
ST17,SKU04481,232,80,35,2025-11-08
ST08,SKU03015,79,29,11,2025-12-15
ST27,SKU00476,249,87,32,2025-11-14
ST25,SKU00397,162,67,30,2025-12-21
ST18,SKU00879,30,20,5,2025-11-12
ST02,SKU03636,29,23,6,2025-11-26
ST11,SKU02657,0,49,11,2025-09-27
ST22,SKU00506,102,98,48,2025-12-15
ST10,SKU03171,21,21,10,2025-11-09
ST16,SKU01967,158,69,27,2025-12-16
ST26,SKU00880,15,76,19,2025-12-15
ST04,SKU02850,36,37,7,2025-12-15
ST30,SKU00547,77,29,11,2025-12-15
ST11,SKU02494,182,78,32,2025-11-27
ST30,SKU02073,4,82,34,2025-11-18
ST06,SKU02044,24,66,24,2025-11-20
ST13,SKU03239,7,82,17,2025-11-20
ST08,SKU01391,14,66,22,2025-12-26
ST29,SKU04244,81,62,16,2025-12-22
ST14,SKU03222,145,64,19,2025-12-17
ST18,SKU00035,6,57,27,2025-11-12
ST16,SKU01312,179,83,26,2025-12-16
ST15,SKU04916,87,42,20,2025-11-05
ST11,SKU04719,188,79,22,2025-12-16
ST18,SKU01063,171,52,15,2025-05-27
ST03,SKU03579,157,53,23,2025-12-28
ST29,SKU00017,64,35,10,2025-12-15
ST04,SKU04467,174,78,21,2025-12-05
ST22,SKU03575,156,77,31,2025-12-13
ST25,SKU02109,25,46,12,2025-12-28
ST27,SKU01216,34,24,11,2025-11-01
ST11,SKU01861,98,60,25,2025-12-25
ST23,SKU00418,234,93,28,2025-11-20
ST09,SKU01341,31,36,12,2025-11-15
ST13,SKU01887,134,84,33,2025-11-22
ST21,SKU04805,75,34,14,2025-11-18
ST12,SKU02787,9,20,5,2025-12-01
ST09,SKU00763,66,26,7,2025-11-23
ST18,SKU00823,0,86,43,2025-09-16
ST15,SKU00283,45,71,19,2025-11-12
ST03,SKU02424,96,92,23,2025-11-24
ST13,SKU01238,251,88,28,2025-12-05
ST22,SKU03881,105,52,22,2025-11-20
ST26,SKU02497,121,64,15,2025-11-22
ST24,SKU00528,246,88,27,2025-12-22
ST26,SKU02147,6,52,11,2025-11-16
ST09,SKU04245,41,34,9,2025-11-19
ST29,SKU00990,131,68,33,2025-12-05
ST13,SKU03335,12,87,31,2025-12-18
ST02,SKU04202,69,89,43,2025-11-08
ST16,SKU03542,87,95,43,2025-11-20
ST29,SKU03223,60,70,35,2025-11-29
ST05,SKU02822,131,38,11,2025-06-12
ST18,SKU02785,246,91,32,2025-11-22
ST15,SKU04920,185,72,26,2025-12-22
ST05,SKU02659,59,29,10,2025-12-09
ST07,SKU01858,98,33,7,2025-11-11
ST12,SKU04032,52,27,10,2025-11-02
ST01,SKU00324,243,86,35,2025-11-27
ST14,SKU04202,46,28,13,2025-11-18
ST06,SKU02868,141,96,42,2025-12-08
ST08,SKU03980,43,72,22,2025-12-04
ST13,SKU03488,149,86,24,2025-11-21
ST11,SKU01498,3,49,18,2025-11-12
ST21,SKU02716,263,88,42,2025-11-22
ST23,SKU00653,40,25,6,2025-11-08
ST08,SKU00253,11,65,20,2025-11-10
ST30,SKU03432,170,84,32,2025-11-28
ST19,SKU02575,4,29,7,2025-12-26
ST12,SKU04561,364,87,37,2025-06-22
ST19,SKU03049,12,45,19,2025-11-11
ST18,SKU03221,99,48,18,2025-11-28
ST11,SKU01638,227,89,21,2025-11-14
ST15,SKU03200,188,70,32,2025-12-21
ST22,SKU01019,125,84,18,2025-12-22
ST22,SKU03240,113,91,45,2025-11-28
ST20,SKU02848,253,86,31,2025-11-26
ST30,SKU02258,55,87,31,2025-12-19
ST01,SKU01007,21,91,28,2025-11-08
ST01,SKU03775,38,82,30,2025-12-04
ST23,SKU00799,183,79,37,2025-12-14
ST10,SKU03826,18,35,11,2025-12-17
ST28,SKU03587,42,39,12,2025-11-10
ST04,SKU02213,16,49,23,2025-12-18
ST20,SKU03937,128,46,13,2025-12-07
ST19,SKU00883,33,25,8,2025-11-17
ST28,SKU01389,107,68,15,2025-12-16
ST11,SKU04517,33,54,14,2025-11-19
ST12,SKU03714,88,63,16,2025-11-08
ST03,SKU02808,118,66,29,2025-11-16
ST15,SKU02486,6,68,34,2025-11-29
ST18,SKU00276,39,85,19,2025-11-26
ST14,SKU02585,171,84,25,2025-12-31
ST29,SKU04503,38,29,7,2025-11-29
ST27,SKU02283,143,75,31,2025-12-09
ST20,SKU03854,27,29,10,2025-12-17
ST18,SKU00785,94,44,14,2025-11-16
ST16,SKU02789,73,48,21,2025-11-10
ST15,SKU01945,176,69,27,2025-11-21
ST19,SKU04263,119,47,16,2025-11-11
ST16,SKU02966,74,39,9,2025-12-28
ST06,SKU02877,398,92,29,2025-06-04
ST02,SKU02775,119,93,20,2025-12-09
ST03,SKU02836,190,82,23,2025-12-11
ST27,SKU00107,113,91,43,2025-12-31
ST25,SKU02656,99,51,15,2025-12-30
ST05,SKU00070,115,56,22,2025-12-14
ST18,SKU03755,57,23,10,2025-11-23
ST15,SKU02206,48,23,7,2025-12-12
ST14,SKU04542,76,43,10,2025-11-30
ST17,SKU00613,149,59,15,2025-11-15
ST05,SKU02835,21,98,36,2025-11-11
ST25,SKU03117,52,36,8,2025-11-14
ST23,SKU03334,48,51,12,2025-11-01
ST09,SKU02565,183,63,31,2025-12-08
ST13,SKU03017,29,20,7,2025-12-11
ST18,SKU04550,18,67,18,2025-11-15
ST25,SKU00691,8,47,13,2025-11-25
ST23,SKU03087,126,75,37,2025-11-15
ST02,SKU02103,152,57,20,2025-12-15
ST14,SKU01416,179,98,23,2025-12-05
ST11,SKU04951,8,98,26,2025-11-26
ST11,SKU01182,85,44,19,2025-12-08
ST02,SKU02669,69,68,27,2025-12-13
ST21,SKU01587,160,72,25,2025-12-23
ST11,SKU02312,249,94,28,2025-12-24
ST14,SKU03351,12,24,10,2025-12-05
ST05,SKU01188,4,20,5,2025-11-15
ST28,SKU02535,113,73,23,2025-12-30
ST18,SKU02891,145,52,24,2025-11-17
ST01,SKU03912,60,24,7,2025-11-09
ST25,SKU00004,148,99,35,2025-12-03
ST29,SKU03048,17,53,13,2025-11-08
ST27,SKU03107,50,64,13,2025-11-29
ST22,SKU01596,42,61,20,2025-11-30
ST10,SKU01744,2,33,8,2025-12-23
ST01,SKU02960,100,44,19,2025-12-29
ST08,SKU04550,3,59,14,2025-11-04
ST14,SKU03797,71,55,26,2025-12-07
ST24,SKU00076,33,35,14,2025-12-11
ST06,SKU02382,77,33,7,2025-11-13
ST21,SKU03513,163,60,17,2025-11-04
ST12,SKU02937,248,89,24,2025-11-29
ST30,SKU04464,139,54,27,2025-11-05
ST23,SKU00334,46,45,14,2025-12-23
ST19,SKU01923,63,91,21,2025-12-30
ST12,SKU04452,50,99,43,2025-12-06
ST15,SKU02488,121,63,18,2025-11-24
ST19,SKU03437,266,98,26,2025-12-18
ST02,SKU01903,260,60,14,2025-06-25
ST11,SKU00928,60,34,15,2025-12-26
ST29,SKU03615,58,45,14,2025-12-25
ST10,SKU01463,151,54,27,2025-11-30
ST02,SKU03213,73,45,13,2025-11-06
ST16,SKU03409,67,28,7,2025-12-29
ST08,SKU04270,159,94,26,2025-11-07
ST22,SKU00112,135,69,17,2025-11-20
ST15,SKU01855,26,52,16,2025-12-24
ST14,SKU02145,2,57,25,2025-11-08
ST07,SKU03723,15,91,41,2025-11-17
ST26,SKU03102,74,50,20,2025-12-12
ST03,SKU02532,144,54,24,2025-12-16
ST19,SKU00407,9,45,15,2025-11-27
ST12,SKU00784,79,76,20,2025-12-18
ST16,SKU03944,110,53,16,2025-11-19
ST12,SKU04588,158,94,36,2025-12-31
ST10,SKU03805,96,54,26,2025-11-12
ST04,SKU03954,215,91,24,2025-11-24
ST29,SKU03976,296,99,39,2025-12-28
ST04,SKU01891,203,70,34,2025-11-22
ST29,SKU02529,30,29,7,2025-12-31
ST30,SKU03002,120,65,14,2025-12-23
ST21,SKU01028,112,76,25,2025-12-21
ST24,SKU03576,14,21,5,2025-12-11
ST21,SKU04201,15,25,9,2025-11-11
ST15,SKU04695,109,90,34,2025-11-22
ST26,SKU01278,109,88,41,2025-11-28
ST30,SKU00408,0,31,8,2025-12-12
ST04,SKU00896,38,24,11,2025-12-10
ST28,SKU03024,132,48,13,2025-12-11
ST30,SKU01115,3,25,11,2025-12-07
ST13,SKU02641,233,79,24,2025-12-04
ST27,SKU04776,226,82,41,2025-11-02
ST08,SKU03236,91,60,24,2025-12-03
ST22,SKU02204,19,21,10,2025-12-21
ST30,SKU02786,14,21,9,2025-12-23
ST25,SKU01405,73,29,12,2025-11-21
ST08,SKU02298,52,28,13,2025-12-29
ST23,SKU00471,13,43,16,2025-11-07
ST25,SKU02967,125,79,23,2025-12-10
ST17,SKU03471,84,48,19,2025-11-20
ST16,SKU04828,44,62,15,2025-11-03
ST23,SKU04959,44,22,7,2025-12-18
ST14,SKU04838,110,67,31,2025-12-13
ST21,SKU00765,33,39,15,2025-12-01
ST19,SKU04386,14,27,12,2025-11-20
ST03,SKU01373,28,36,17,2025-12-06
ST25,SKU03714,53,32,7,2025-11-20
ST14,SKU04518,41,31,10,2025-12-24
ST05,SKU03276,84,46,14,2025-12-25
ST26,SKU02582,145,83,34,2025-12-17
ST07,SKU00034,45,25,8,2025-11-21
ST04,SKU00912,50,96,36,2025-11-20
ST17,SKU02392,125,69,31,2025-12-03
ST23,SKU00761,94,54,20,2025-12-12
ST26,SKU00446,9,21,7,2025-11-15
ST12,SKU03298,258,88,22,2025-11-09
ST09,SKU04188,75,74,30,2025-12-27
ST06,SKU00361,1,25,7,2025-12-12
ST13,SKU02855,85,37,14,2025-12-09
ST29,SKU01771,60,25,9,2025-12-17
ST10,SKU04807,176,64,31,2025-12-25
ST24,SKU01602,159,61,14,2025-11-28
ST26,SKU04434,0,43,12,2025-11-17
ST17,SKU02065,48,71,24,2025-11-11
ST02,SKU02853,13,34,12,2025-12-12
ST22,SKU00834,51,23,6,2025-12-11
ST29,SKU01151,192,86,28,2025-12-09
ST14,SKU04553,8,48,23,2025-11-03
ST16,SKU01997,144,54,24,2025-12-13
ST24,SKU01550,97,39,10,2025-12-30
ST19,SKU00349,74,75,21,2025-11-29
ST25,SKU00968,12,57,13,2025-12-08
ST04,SKU00967,119,51,11,2025-11-22
ST14,SKU01582,120,31,8,2025-05-07
ST05,SKU01181,65,23,6,2025-12-20
ST15,SKU03719,31,71,30,2025-11-03
ST01,SKU01842,72,95,43,2025-11-02
ST13,SKU00487,31,49,21,2025-11-03
ST22,SKU04762,136,65,22,2025-12-03
ST14,SKU00318,185,79,30,2025-11-19
ST08,SKU02695,29,25,12,2025-11-24
ST01,SKU03604,46,54,18,2025-11-04
ST10,SKU03925,171,94,26,2025-11-23
ST17,SKU04294,132,61,13,2025-12-08
ST28,SKU03301,226,84,26,2025-11-12
ST17,SKU02080,11,29,6,2025-11-07
ST01,SKU04673,202,76,22,2025-12-02
ST11,SKU03901,126,58,28,2025-11-14
ST09,SKU02427,120,71,29,2025-11-11
ST30,SKU02834,100,36,11,2025-11-21
ST06,SKU01418,82,57,15,2025-11-22
ST28,SKU01551,61,62,19,2025-12-20
ST20,SKU02009,75,94,47,2025-12-01
ST17,SKU01467,124,69,34,2025-12-13
ST13,SKU04063,18,52,17,2025-12-02
ST19,SKU01990,44,35,15,2025-11-18
ST17,SKU02245,0,79,19,2025-12-08
ST14,SKU02965,142,51,19,2025-12-06
ST30,SKU03124,18,89,24,2025-12-02
ST11,SKU04953,365,92,20,2025-08-06
ST22,SKU02942,53,68,26,2025-11-24
ST08,SKU04952,206,94,31,2025-11-29
ST12,SKU02524,116,58,25,2025-12-05
ST19,SKU04620,17,24,8,2025-12-26
ST25,SKU01395,75,31,6,2025-11-15
ST13,SKU04173,79,42,12,2025-12-15
ST28,SKU00367,181,74,33,2025-12-08
ST14,SKU01647,114,47,18,2025-11-06
ST22,SKU02160,137,47,14,2025-11-01
ST11,SKU03214,12,57,16,2025-12-26
ST16,SKU03004,253,100,39,2025-12-29
ST11,SKU00308,106,81,22,2025-12-15
ST04,SKU01606,111,96,41,2025-11-27
ST26,SKU01211,168,88,19,2025-12-27
ST11,SKU03968,237,41,19,2025-09-02
ST05,SKU02940,103,49,10,2025-11-19
ST05,SKU04418,138,66,22,2025-12-23
ST20,SKU01044,91,33,14,2025-11-02
ST25,SKU04245,58,36,15,2025-12-25
ST04,SKU03437,232,99,30,2025-12-02
ST24,SKU03168,214,73,27,2025-12-27
ST09,SKU02586,168,75,26,2025-11-04
ST11,SKU02248,411,98,45,2025-07-06
ST13,SKU04660,42,68,14,2025-12-15
ST17,SKU00520,40,25,11,2025-12-31
ST22,SKU04041,0,72,23,2025-08-10
ST04,SKU01600,106,43,18,2025-11-30
ST22,SKU02183,42,34,16,2025-11-21
ST15,SKU03379,19,69,34,2025-12-31
ST24,SKU02295,47,99,27,2025-11-05
ST26,SKU02364,22,27,6,2025-11-26
ST18,SKU00344,151,67,14,2025-11-05
ST06,SKU01161,120,70,26,2025-11-14
ST11,SKU02988,112,65,22,2025-12-12
ST21,SKU04369,254,85,37,2025-12-16
ST18,SKU00428,112,49,23,2025-11-30
ST03,SKU04971,168,58,15,2025-11-13
ST29,SKU01158,429,82,19,2025-08-30
ST29,SKU03196,76,31,14,2025-12-09
ST18,SKU00742,0,20,9,2025-11-12
ST16,SKU03214,140,48,15,2025-12-01
ST29,SKU01774,161,77,21,2025-12-01
ST10,SKU03502,68,33,7,2025-11-21
ST27,SKU02877,380,86,31,2025-08-16
ST01,SKU01086,32,91,35,2025-12-21
ST11,SKU00893,24,32,12,2025-12-23
ST20,SKU00712,93,65,22,2025-11-11
ST27,SKU01378,50,99,23,2025-12-11
ST20,SKU01735,186,78,28,2025-12-15
ST06,SKU03100,91,67,21,2025-11-27
ST28,SKU02996,99,65,27,2025-12-15
ST23,SKU02137,179,69,34,2025-11-30
ST03,SKU00323,138,98,37,2025-11-02
ST12,SKU02448,119,93,33,2025-11-08
ST01,SKU00614,153,98,29,2025-11-04
ST24,SKU00945,1,63,16,2025-11-26
ST26,SKU03935,192,58,15,2025-07-17
ST09,SKU03568,185,75,18,2025-11-03
ST16,SKU03448,24,27,11,2025-11-22
ST13,SKU02016,51,68,32,2025-12-14
ST04,SKU04364,222,79,22,2025-11-22
ST18,SKU00360,137,93,27,2025-11-25
ST14,SKU00134,21,75,33,2025-12-07
ST05,SKU00228,141,50,23,2025-12-01
ST21,SKU01786,9,60,21,2025-12-19
ST18,SKU03761,70,31,11,2025-12-17
ST15,SKU00946,31,33,8,2025-11-22
ST24,SKU03992,193,67,30,2025-12-30
ST17,SKU00240,36,87,24,2025-11-05
ST25,SKU02173,216,94,35,2025-12-17
ST09,SKU02192,83,28,12,2025-12-10
ST16,SKU04221,86,62,27,2025-11-03
ST09,SKU03149,36,39,13,2025-11-26
ST05,SKU04585,28,72,19,2025-12-08
ST29,SKU03086,103,68,19,2025-12-15
ST21,SKU02130,37,95,25,2025-11-04
ST01,SKU02386,162,58,21,2025-12-19
ST14,SKU00855,75,73,25,2025-11-09
ST09,SKU01596,176,87,37,2025-11-07
ST09,SKU00030,43,31,10,2025-12-19
ST03,SKU00928,133,88,33,2025-12-30
ST26,SKU00793,18,47,14,2025-12-10
ST03,SKU00568,54,31,10,2025-11-16
ST11,SKU04752,55,21,8,2025-12-10
ST02,SKU03080,118,65,27,2025-11-05
ST06,SKU03810,13,21,8,2025-11-08
ST20,SKU01797,40,25,10,2025-11-11
ST18,SKU00108,49,24,11,2025-11-03
ST11,SKU01130,98,82,18,2025-12-08
ST01,SKU02659,21,24,5,2025-11-03
ST07,SKU00013,56,45,18,2025-12-17
ST23,SKU01043,78,51,14,2025-12-16
ST01,SKU04117,29,84,37,2025-12-27
ST09,SKU02502,140,85,34,2025-11-14
ST13,SKU04546,186,67,23,2025-12-21
ST02,SKU03519,277,94,31,2025-12-26
ST06,SKU03767,112,70,19,2025-12-19
ST25,SKU04456,202,74,23,2025-11-05
ST09,SKU01164,165,90,24,2025-11-15
ST19,SKU03247,4,53,16,2025-11-06
ST02,SKU00191,50,35,10,2025-11-16
ST30,SKU04571,0,72,35,2025-08-05
ST09,SKU03066,127,63,24,2025-11-15
ST02,SKU02636,36,55,22,2025-11-16
ST24,SKU04719,51,22,5,2025-11-28
ST16,SKU02683,67,76,29,2025-11-12
ST18,SKU02795,91,80,31,2025-11-02
ST03,SKU00374,16,21,6,2025-11-16
ST06,SKU02406,30,50,20,2025-11-24
ST11,SKU00806,235,80,17,2025-11-11
ST03,SKU03901,74,31,14,2025-11-11
ST30,SKU00673,106,86,26,2025-12-18
ST13,SKU04981,89,44,14,2025-11-21
ST04,SKU02926,43,91,36,2025-11-03
ST01,SKU03373,29,91,28,2025-12-03
ST30,SKU04158,36,97,33,2025-11-17
ST25,SKU03533,25,31,15,2025-12-27
ST06,SKU02504,144,62,19,2025-11-30
ST30,SKU03847,22,21,7,2025-11-16
ST30,SKU04187,58,36,9,2025-12-26
ST23,SKU02389,173,72,35,2025-12-03
ST12,SKU03410,176,61,25,2025-11-15
ST18,SKU02564,179,62,21,2025-12-23
ST07,SKU04842,87,64,23,2025-12-21
ST18,SKU03277,288,61,25,2025-07-14
ST17,SKU02995,159,60,19,2025-11-08
ST09,SKU01151,30,20,10,2025-12-26
ST30,SKU01610,36,28,6,2025-11-22
ST11,SKU00235,128,61,27,2025-11-09
ST27,SKU02912,200,86,24,2025-12-08
ST05,SKU03969,5,64,13,2025-12-22
ST17,SKU03202,88,54,24,2025-12-01
ST14,SKU02795,103,49,11,2025-12-22
ST17,SKU03227,10,30,10,2025-11-08
ST08,SKU02659,171,89,42,2025-12-20
ST15,SKU03575,34,54,23,2025-12-19
ST16,SKU03007,7,20,7,2025-12-01
ST18,SKU02942,68,33,10,2025-12-13
ST29,SKU02479,29,100,27,2025-11-17
ST04,SKU03485,20,81,17,2025-12-16
ST20,SKU04452,110,52,16,2025-11-23
ST15,SKU03487,69,24,8,2025-11-03
ST14,SKU04463,49,28,7,2025-12-04
ST22,SKU02886,33,52,15,2025-11-09
ST16,SKU02241,161,54,21,2025-12-09
ST18,SKU03112,219,78,26,2025-12-24
ST26,SKU03601,137,54,26,2025-11-15
ST25,SKU04565,34,50,11,2025-12-24
ST02,SKU04635,17,38,14,2025-11-06
ST14,SKU02970,256,97,33,2025-12-24
ST01,SKU01194,10,75,33,2025-12-12
ST18,SKU04459,147,87,41,2025-11-23
ST23,SKU03078,15,78,23,2025-11-01
ST05,SKU03699,12,27,12,2025-11-17
ST07,SKU02957,103,92,43,2025-11-06
ST03,SKU02034,81,57,21,2025-12-03
ST29,SKU00283,176,88,38,2025-11-15
ST20,SKU00517,137,46,11,2025-11-06
ST17,SKU00048,218,90,42,2025-11-06
ST13,SKU00224,210,99,48,2025-12-13
ST17,SKU04544,19,62,28,2025-11-30
ST17,SKU04321,260,93,22,2025-12-29
ST24,SKU04566,169,36,7,2025-05-24
ST07,SKU04836,68,81,25,2025-11-18
ST05,SKU01776,97,59,17,2025-11-15
ST13,SKU02956,18,37,14,2025-12-09
ST12,SKU03597,22,23,5,2025-12-30
ST19,SKU02214,15,82,29,2025-12-19
ST25,SKU02774,241,95,45,2025-11-11
ST03,SKU01209,59,33,12,2025-11-11
ST25,SKU00490,75,69,15,2025-12-28
ST13,SKU04698,124,55,19,2025-12-29
ST29,SKU03130,236,91,36,2025-11-05
ST11,SKU01826,43,37,11,2025-12-18
ST11,SKU00761,25,33,16,2025-12-16
ST01,SKU02339,71,41,20,2025-12-10
ST14,SKU00489,73,32,13,2025-12-02
ST16,SKU01989,180,79,29,2025-11-30
ST02,SKU01305,30,21,7,2025-12-25
ST02,SKU03308,122,48,17,2025-11-18
ST22,SKU04307,2,61,19,2025-11-18
ST01,SKU01029,42,75,28,2025-11-13
ST29,SKU03699,233,80,21,2025-11-25
ST11,SKU00437,229,62,15,2025-06-21
ST16,SKU00449,465,92,45,2025-06-01
ST22,SKU02351,391,85,24,2025-08-21
ST13,SKU01861,82,53,20,2025-11-14
ST04,SKU04716,4,49,20,2025-11-12
ST07,SKU04286,34,66,25,2025-11-06
ST02,SKU04475,384,79,33,2025-09-02
ST18,SKU03881,53,38,11,2025-12-29
ST14,SKU01902,54,23,11,2025-11-07
ST12,SKU00926,51,41,13,2025-12-04
ST03,SKU03059,70,60,22,2025-12-10
ST13,SKU03494,160,59,15,2025-12-21
ST22,SKU03322,74,60,19,2025-12-14
ST30,SKU02447,188,96,39,2025-12-05
ST09,SKU00713,151,59,22,2025-11-27
ST02,SKU02004,82,42,14,2025-11-29
ST16,SKU04409,202,78,19,2025-11-21
ST11,SKU04033,56,20,5,2025-11-28
ST05,SKU04463,28,84,41,2025-11-16
ST22,SKU03359,66,60,26,2025-11-30
ST21,SKU03229,110,59,19,2025-11-01
ST05,SKU03518,123,62,29,2025-12-17
ST26,SKU00304,31,21,5,2025-12-06
ST12,SKU02114,72,28,6,2025-11-02
ST08,SKU02020,104,56,28,2025-11-26
ST15,SKU00968,139,49,18,2025-11-29
ST23,SKU03711,63,78,38,2025-11-02
ST12,SKU00745,99,37,13,2025-11-07
ST20,SKU00877,14,43,15,2025-11-11
ST30,SKU01124,197,68,28,2025-12-05
ST09,SKU04920,150,59,20,2025-11-11
ST19,SKU02573,55,90,30,2025-11-22
ST07,SKU01119,60,41,15,2025-11-09
ST22,SKU04313,112,75,20,2025-11-16
ST09,SKU04819,59,28,9,2025-11-17
ST04,SKU03961,434,82,34,2025-08-28
ST24,SKU01875,8,23,8,2025-12-05
ST04,SKU03910,61,82,32,2025-11-09
ST08,SKU02289,26,82,40,2025-11-07
ST06,SKU03012,7,20,8,2025-12-22
ST06,SKU02116,47,24,8,2025-11-01
ST01,SKU02021,84,60,28,2025-11-27
ST23,SKU00997,68,41,18,2025-12-07
ST30,SKU04523,99,43,14,2025-11-03
ST01,SKU04340,77,70,29,2025-11-16
ST26,SKU04712,179,77,27,2025-11-22
ST02,SKU03784,59,55,21,2025-12-12
ST03,SKU03845,238,85,33,2025-11-27
ST02,SKU02618,188,71,25,2025-12-29
ST21,SKU04563,72,36,12,2025-11-03
ST22,SKU00264,0,30,9,2025-08-12
ST05,SKU00811,261,95,27,2025-11-27
ST12,SKU02297,50,24,11,2025-11-07
ST29,SKU00411,92,92,28,2025-11-30
ST09,SKU00560,76,96,35,2025-11-04
ST27,SKU00997,140,84,17,2025-12-02
ST26,SKU02680,112,76,34,2025-12-27
ST22,SKU00404,131,92,45,2025-12-18
ST11,SKU01778,110,59,17,2025-11-03
ST02,SKU03890,26,21,9,2025-12-16
ST29,SKU03961,150,76,34,2025-11-07
ST11,SKU02219,24,42,18,2025-11-23
ST15,SKU02811,124,48,21,2025-12-28
ST02,SKU02932,64,27,9,2025-12-18
ST06,SKU00333,113,95,25,2025-11-22
ST21,SKU03897,175,100,36,2025-11-06
ST08,SKU02789,76,54,25,2025-11-07
ST28,SKU00291,0,52,18,2025-09-29
ST04,SKU04745,138,58,28,2025-12-14
ST05,SKU03568,183,94,22,2025-12-23
ST17,SKU02469,147,100,29,2025-12-29
ST04,SKU03380,178,66,30,2025-12-19
ST21,SKU02977,38,49,24,2025-11-16
ST13,SKU03780,228,89,35,2025-12-28
ST19,SKU00746,37,20,7,2025-11-09
ST02,SKU00704,37,39,14,2025-11-16
ST24,SKU00680,80,73,17,2025-12-18
ST08,SKU03641,43,29,12,2025-11-04
ST01,SKU02999,392,83,19,2025-08-20
ST21,SKU00893,29,29,8,2025-12-20
ST13,SKU03112,86,41,9,2025-12-08
ST19,SKU04091,66,80,39,2025-12-20
ST13,SKU02819,68,79,28,2025-11-11
ST15,SKU01748,55,54,23,2025-11-20
ST16,SKU01116,71,49,15,2025-11-10
ST06,SKU00267,0,42,15,2025-11-28
ST15,SKU01472,195,74,36,2025-12-24
ST15,SKU03917,33,78,35,2025-12-04
ST03,SKU00704,126,93,23,2025-11-05
ST04,SKU02936,87,41,10,2025-11-02
ST07,SKU02616,91,68,29,2025-11-07
ST15,SKU03934,16,89,19,2025-12-25
ST27,SKU03479,80,77,24,2025-11-01
ST16,SKU00303,48,26,11,2025-12-23
ST24,SKU03544,248,88,19,2025-11-16
ST16,SKU00738,18,46,14,2025-12-20
ST16,SKU03374,63,85,41,2025-11-24
ST29,SKU03329,123,43,10,2025-11-26
ST22,SKU00411,5,25,7,2025-12-07
ST12,SKU00377,281,94,22,2025-11-16
ST25,SKU01608,128,63,15,2025-11-20
ST11,SKU02651,36,57,15,2025-12-22
ST04,SKU00706,581,100,48,2025-08-01
ST11,SKU04486,57,69,28,2025-11-17
ST03,SKU03025,172,80,36,2025-12-24
ST30,SKU01272,66,90,19,2025-11-29
ST14,SKU00633,37,77,19,2025-11-17
ST01,SKU02040,51,79,36,2025-11-12
ST15,SKU00735,49,41,11,2025-12-27
ST11,SKU00061,41,52,12,2025-11-28
ST18,SKU00486,81,31,9,2025-12-06
ST07,SKU02945,141,54,17,2025-12-10
ST26,SKU00283,192,86,33,2025-11-28
ST20,SKU00796,9,92,30,2025-11-04
ST28,SKU02021,38,78,22,2025-11-04
ST18,SKU00852,185,79,27,2025-11-17
ST06,SKU04811,111,40,14,2025-12-12
ST05,SKU04487,8,27,8,2025-11-06
ST09,SKU00102,24,93,39,2025-12-23
ST21,SKU02731,176,80,24,2025-11-26
ST13,SKU01382,95,97,32,2025-11-20
ST14,SKU01597,49,34,10,2025-11-02
ST26,SKU00569,14,39,13,2025-11-26
ST19,SKU00634,208,85,26,2025-11-18
ST06,SKU04828,123,48,16,2025-12-18
ST29,SKU01081,57,65,20,2025-11-10
ST07,SKU03769,11,48,18,2025-12-21
ST03,SKU04711,166,75,35,2025-11-12
ST27,SKU01390,48,21,9,2025-11-22
ST07,SKU03112,104,70,28,2025-11-30
ST30,SKU03977,146,56,22,2025-11-12
ST11,SKU02029,102,46,15,2025-12-27
ST02,SKU03362,272,48,24,2025-06-27
ST26,SKU04609,160,92,27,2025-12-09
ST11,SKU01460,184,67,15,2025-12-28
ST26,SKU00606,169,98,44,2025-12-31
ST06,SKU01392,131,37,16,2025-07-08
ST23,SKU02967,145,73,16,2025-12-09
ST08,SKU02911,128,28,10,2025-08-08
ST13,SKU03981,61,37,8,2025-12-12
ST01,SKU00351,44,70,31,2025-12-27
ST03,SKU00079,138,48,12,2025-12-30
ST22,SKU01714,27,71,19,2025-12-15
ST16,SKU01783,28,21,9,2025-11-16
ST16,SKU03134,7,51,21,2025-12-25
ST20,SKU02888,27,56,17,2025-12-19
ST05,SKU04093,122,78,30,2025-11-27
ST15,SKU01386,121,87,18,2025-12-03
ST01,SKU03811,150,54,27,2025-12-07
ST26,SKU00309,124,72,20,2025-11-07
ST14,SKU02401,0,56,25,2025-09-06
ST08,SKU04634,35,42,12,2025-11-04
ST01,SKU02305,63,37,9,2025-12-29
ST20,SKU04204,36,21,5,2025-11-17
ST18,SKU02169,66,25,12,2025-11-07
ST18,SKU00069,225,44,11,2025-08-08
ST06,SKU04618,62,50,18,2025-12-19
ST24,SKU03206,27,25,9,2025-11-18
ST25,SKU00267,127,56,21,2025-11-16
ST08,SKU03797,18,80,30,2025-11-28
ST27,SKU01928,64,95,41,2025-12-04
ST15,SKU00064,81,95,21,2025-12-12
